transaction_id,card_id,timestamp,merchant_segment,channel,country,amount,fraud_pattern,is_fraud,rule_velocity,rule_high_amount,any_rule_hit,card_tx_count,card_total_amount,card_avg_amount,fraud_risk_score
T0017583,C000585,2026-01-10 01:18:40,electronics,card_not_present,GB,63.77,,False,False,False,False,21,1842.35,87.73095238095237,0.001218169720376407
T0040063,C002422,2026-01-10 01:18:42,fuel,card_not_present,FR,37.53,,False,False,False,False,18,1614.48,89.69333333333333,0.00018305221909571665
T0030562,C002022,2026-01-10 01:18:43,gaming,card_present,IN,14.01,,False,False,False,False,20,11660.579999999998,583.0289999999999,3.0319977231889997e-09
T0002219,C000717,2026-01-10 01:18:48,marketplace,card_not_present,GB,59.0,,False,False,False,False,15,819.4200000000001,54.62800000000001,9.06463530324425e-05
T0025826,C000725,2026-01-10 01:18:48,digital_content,card_not_present,BR,18.45,,False,False,False,False,30,7388.139999999999,246.2713333333333,0.11916724257959647
T0014864,C001620,2026-01-10 01:18:48,marketplace,card_present,US,100.84,,False,False,False,False,22,1702.27,77.37590909090909,9.325079407332182e-08
T0022918,C002246,2026-01-10 01:18:51,gaming,card_not_present,DE,39.24,,False,False,False,False,21,1611.09,76.71857142857142,0.0008292471115183971
T0032956,C001198,2026-01-10 01:18:51,travel,card_not_present,DE,21.17,,False,False,False,False,27,1393.21,51.60037037037037,0.01418597315519937
T0023766,C001481,2026-01-10 01:18:52,electronics,card_not_present,IN,101.93,,False,False,False,False,26,2217.27,85.27961538461538,0.0029892068149946173
T0004284,C001086,2026-01-10 01:18:53,gaming,card_not_present,FR,8.79,,False,False,False,False,25,1606.34,64.25359999999999,0.002673531755156526
T0042869,C001598,2026-01-10 01:18:54,electronics,card_present,FR,49.29,,False,False,False,False,15,1383.47,92.23133333333334,2.0437251980200734e-09
T0006545,C000434,2026-01-10 01:18:58,electronics,card_not_present,FR,98.05,,False,False,False,False,25,2548.33,101.9332,0.004115793318576379
T0024938,C000619,2026-01-10 01:19:05,digital_content,card_present,BR,5.54,,False,False,False,False,17,1103.79,64.92882352941176,1.3282499829773881e-08
T0026925,C001068,2026-01-10 01:19:06,marketplace,card_not_present,IN,82.91,,False,False,False,False,17,1097.09,64.53470588235294,4.877544300750917e-05
T0036627,C000361,2026-01-10 01:19:07,grocery,card_present,BR,25.52,,False,False,False,False,19,703.66,37.03473684210526,4.532745740065335e-08
T0050511,C001031,2026-01-10 01:19:08,electronics,card_not_present,IN,11171.83,high_amount,True,False,True,True,19,12401.82,652.7273684210526,0.9999999999999845
T0031099,C001585,2026-01-10 01:19:08,fashion,card_present,US,56.38,,False,False,False,False,17,1354.79,79.6935294117647,3.2985554143538365e-09
T0047080,C001824,2026-01-10 01:19:11,travel,card_present,IN,99.46,,False,False,False,False,26,2446.19,94.08423076923077,2.0955639206973577e-07
T0039498,C000691,2026-01-10 01:19:12,gaming,card_present,US,67.9,,False,False,False,False,24,1098.54,45.7725,1.7325562313535566e-07
T0029379,C000406,2026-01-10 01:19:17,fashion,card_not_present,DE,36.07,,False,False,False,False,24,1756.02,73.1675,0.0017019628913151393
T0014987,C000225,2026-01-10 01:19:18,travel,card_not_present,GB,183.24,,False,False,False,False,19,2073.02,109.10631578947368,0.0007356932188799712
T0044113,C000689,2026-01-10 01:19:18,electronics,card_not_present,US,346.27,,False,False,False,False,24,2277.98,94.91583333333334,0.0077181741134357195
T0001918,C001227,2026-01-10 01:19:19,electronics,card_present,DE,182.24,,False,False,False,False,19,9941.52,523.2378947368421,1.3645098853400996e-08
T0048158,C001209,2026-01-10 01:19:20,digital_content,card_not_present,CA,36.32,,False,False,False,False,21,1419.82,67.61047619047619,0.0018159969765905715
T0036014,C002279,2026-01-10 01:19:20,travel,card_not_present,GB,239.92,,False,False,False,False,18,1845.98,102.55444444444444,0.0005668670249120979
T0007289,C001097,2026-01-10 01:19:20,fashion,card_present,IN,56.53,,False,False,False,False,13,1083.25,83.32692307692308,1.7983389797895074e-10
T0013542,C000872,2026-01-10 01:19:23,fashion,card_present,IN,67.05,,False,False,False,False,24,1895.76,78.99,3.18086017798709e-08
T0031874,C002255,2026-01-10 01:19:26,marketplace,card_not_present,DE,44.45,,False,False,False,False,23,2558.88,111.25565217391305,0.0025456130109282
T0032877,C002496,2026-01-10 01:19:27,marketplace,card_not_present,CA,68.15,,False,False,False,False,20,1647.51,82.3755,0.0007507461056345432
T0007862,C001329,2026-01-10 01:19:28,grocery,card_not_present,US,25.95,,False,False,False,False,27,1925.52,71.31555555555555,0.02135507491415619
T0024778,C001878,2026-01-10 01:19:28,fashion,card_not_present,CA,70.89,,False,False,False,False,24,2049.45,85.39375,0.002079800927390662
T0047601,C000662,2026-01-10 01:19:31,fuel,card_present,CA,28.48,,False,False,False,False,22,1122.98,51.04454545454546,1.5182941886932488e-07
T0001337,C001596,2026-01-10 01:19:32,digital_content,card_present,DE,6.58,,False,False,False,False,25,2112.06,84.4824,6.297403204345128e-07
T0024666,C001727,2026-01-10 01:19:33,electronics,card_not_present,FR,142.71,,False,False,False,False,20,2687.32,134.366,0.00042097562529282547
T0015058,C000958,2026-01-10 01:19:34,gaming,card_not_present,DE,27.28,,False,False,False,False,12,667.62,55.635,1.3763211650431083e-05
T0007859,C000238,2026-01-10 01:19:35,fashion,card_present,DE,100.01,,False,False,False,False,27,1380.58,51.13259259259259,5.447070236186088e-07
T0003480,C001949,2026-01-10 01:19:37,digital_content,card_present,GB,27.31,,False,False,False,False,23,2034.7,88.46521739130435,3.2791839696142956e-07
T0033136,C001286,2026-01-10 01:19:40,marketplace,card_present,BR,77.76,,False,False,False,False,25,13179.75,527.19,4.898592538756672e-07
T0000573,C000706,2026-01-10 01:19:43,fashion,card_not_present,US,35.71,,False,False,False,False,15,1078.92,71.92800000000001,1.9035862307016187e-05
T0035706,C000573,2026-01-10 01:19:43,grocery,card_present,FR,63.91,,False,False,False,False,22,2938.48,133.56727272727272,1.2134482092188127e-07
T0012373,C000055,2026-01-10 01:19:44,electronics,card_present,GB,118.92,,False,False,False,False,20,1236.5,61.825,6.39089005541372e-08
T0033544,C002334,2026-01-10 01:19:44,gaming,card_not_present,DE,9.3,,False,False,False,False,18,1140.1399999999999,63.341111111111104,0.00019281042192300914
T0003137,C001452,2026-01-10 01:19:45,gaming,card_not_present,BR,14.11,,False,False,False,False,20,13545.86,677.293,0.00012654532202927633
T0034003,C000224,2026-01-10 01:19:45,marketplace,card_not_present,GB,31.97,,False,False,False,False,24,1496.55,62.356249999999996,0.004866378808672476
T0045810,C001125,2026-01-10 01:19:45,travel,card_not_present,FR,240.1,,False,False,False,False,18,959.8199999999999,53.32333333333333,0.00029833639635849346
T0013273,C001225,2026-01-10 01:19:45,fashion,card_present,US,33.87,,False,False,False,False,29,2817.47,97.15413793103447,8.447705285705904e-07
T0043988,C000049,2026-01-10 01:19:48,electronics,card_not_present,DE,111.15,,False,False,False,False,17,2935.85,172.6970588235294,0.0001347090893601756
T0019678,C002127,2026-01-10 01:19:50,digital_content,card_present,CA,19.29,,False,False,False,False,25,1860.28,74.4112,7.095787570192811e-07
T0042876,C000343,2026-01-10 01:19:51,gaming,card_not_present,CA,36.88,,False,False,False,False,26,1402.16,53.92923076923077,0.008804062772473644
T0026709,C000335,2026-01-10 01:19:53,fuel,card_not_present,DE,15.12,,False,False,False,False,18,1382.3899999999999,76.79944444444443,0.00031062195264090504
T0033504,C001290,2026-01-10 01:19:53,electronics,card_not_present,FR,79.2,,False,False,False,False,20,1648.0,82.4,0.0003718115780754402
T0013225,C001061,2026-01-10 01:19:54,fashion,card_not_present,FR,81.07,,False,False,False,False,23,1297.2,56.4,0.0007163075177359989
T0007886,C000478,2026-01-10 01:19:54,marketplace,card_not_present,IN,19.53,,False,False,False,False,11,603.39,54.85363636363636,2.646296929286352e-06
T0020967,C002112,2026-01-10 01:20:03,travel,card_not_present,GB,120.09,,False,False,False,False,21,1753.3,83.49047619047619,0.0015922152487738233
T0009677,C002047,2026-01-10 01:20:05,marketplace,card_not_present,FR,103.07,,False,False,False,False,13,1227.19,94.39923076923077,1.589317470897987e-05
T0032508,C000177,2026-01-10 01:20:06,fashion,card_not_present,FR,78.48,,False,False,False,False,25,1814.0,72.56,0.0017718757008030601
T0045129,C001589,2026-01-10 01:20:08,fuel,card_present,DE,26.74,,False,False,False,False,23,1522.71,66.20478260869565,2.1747135175071202e-07
T0031686,C001073,2026-01-10 01:20:09,digital_content,card_not_present,CA,46.19,,False,False,False,False,24,1996.9099999999999,83.20458333333333,0.007421298017371762
T0013312,C000943,2026-01-10 01:20:13,fashion,card_not_present,CA,65.83,,False,False,False,False,26,2011.61,77.36961538461539,0.005157261541453795
T0034171,C001331,2026-01-10 01:20:15,marketplace,card_not_present,IN,79.0,,False,False,False,False,15,1729.46,115.29733333333334,1.550656875900407e-05
T0045225,C001938,2026-01-10 01:20:15,electronics,card_not_present,FR,97.25,,False,False,False,False,16,960.89,60.055625,6.668695323086535e-05
T0034758,C001842,2026-01-10 01:20:16,grocery,card_present,US,43.82,,False,False,False,False,19,1753.56,92.29263157894736,3.6164495031177285e-08
T0009757,C000804,2026-01-10 01:20:16,digital_content,card_not_present,US,13.81,,False,False,False,False,54,2944.62,54.53,0.9997213504398712
T0036736,C001306,2026-01-10 01:20:17,electronics,card_not_present,IN,32.87,,False,False,False,False,25,2856.25,114.25,0.0014879427562966801
T0042122,C002327,2026-01-10 01:20:19,fashion,card_not_present,GB,27.62,,False,False,False,False,16,1277.42,79.83875,4.935538610507346e-05
T0000791,C000240,2026-01-10 01:20:22,electronics,card_present,BR,52.76,,False,False,False,False,22,1757.56,79.88909090909091,8.395660032380638e-08
T0029251,C000292,2026-01-10 01:20:24,grocery,card_present,GB,45.22,,False,False,False,False,24,1572.23,65.50958333333334,6.652058649556294e-07
T0046525,C000308,2026-01-10 01:20:25,fashion,card_not_present,BR,61.79,,False,False,False,False,15,962.74,64.18266666666666,2.5275251096841806e-05
T0006290,C002068,2026-01-10 01:20:26,electronics,card_present,DE,138.12,,False,False,False,False,17,3798.48,223.44,8.220332497952062e-09
T0031277,C000074,2026-01-10 01:20:26,fashion,card_present,IN,25.83,,False,False,False,False,16,882.22,55.13875,7.290733978946907e-10
T0041939,C000715,2026-01-10 01:20:32,digital_content,card_not_present,GB,21.62,,False,False,False,False,20,1099.59,54.979499999999994,0.0012747762297378757
T0041202,C001594,2026-01-10 01:20:33,grocery,card_present,DE,19.32,,False,False,False,False,27,2429.09,89.9662962962963,2.011298941416197e-06
T0049676,C002082,2026-01-10 01:20:35,fuel,card_present,CA,22.75,,False,False,False,False,20,1322.64,66.132,5.8533793280977746e-08
T0048252,C000715,2026-01-10 01:20:38,marketplace,card_not_present,CA,85.82,,False,False,False,False,20,1099.59,54.979499999999994,0.0008418790499090681
T0001108,C002268,2026-01-10 01:20:38,grocery,card_not_present,CA,22.94,,False,False,False,False,16,1188.28,74.2675,0.00020204348019198115
T0007666,C001035,2026-01-10 01:20:39,fashion,card_present,US,29.33,,False,False,False,False,27,1450.19,53.71074074074074,3.0406337896994813e-07
T0022796,C001791,2026-01-10 01:20:39,gaming,card_not_present,CA,68.92,,False,False,False,False,22,1433.89,65.17681818181819,0.0016010904161106872
T0030210,C001070,2026-01-10 01:20:42,fuel,card_not_present,US,22.02,,False,False,False,False,20,1212.83,60.64149999999999,0.0005923413309605458
T0037375,C000238,2026-01-10 01:20:44,gaming,card_not_present,IN,8.03,,False,False,False,False,27,1380.58,51.13259259259259,0.002954896667136106
T0012264,C001603,2026-01-10 01:20:47,digital_content,card_not_present,CA,24.72,,False,False,False,False,20,1817.56,90.878,0.0010536277899068519
T0019369,C001507,2026-01-10 01:20:48,fuel,card_not_present,US,36.37,,False,False,False,False,24,2457.41,102.39208333333333,0.003848635791618722
T0005090,C001319,2026-01-10 01:20:48,grocery,card_present,BR,33.35,,False,False,False,False,15,781.91,52.12733333333333,7.354753866822392e-09
T0046747,C001120,2026-01-10 01:20:51,travel,card_not_present,BR,216.67,,False,False,False,False,19,2710.56,142.66105263157894,0.0005171440938563485
T0043240,C000846,2026-01-10 01:20:53,grocery,card_present,FR,43.39,,False,False,False,False,19,1422.76,74.8821052631579,2.9797019188406562e-08
T0042117,C001310,2026-01-10 01:20:57,travel,card_not_present,BR,167.52,,False,False,False,False,19,1338.49,70.44684210526316,0.0005165103215660377
T0046350,C001618,2026-01-10 01:20:57,marketplace,card_not_present,US,105.07,,False,False,False,False,20,1793.82,89.691,0.0005560820862979712
T0013373,C000068,2026-01-10 01:21:01,electronics,card_present,IN,257.14,,False,False,False,False,41,3124.17,76.19926829268293,0.00035407438255576236
T0025825,C002459,2026-01-10 01:21:01,marketplace,card_not_present,IN,98.25,,False,False,False,False,17,12995.83,764.4605882352942,5.065176616697891e-06
T0037497,C000790,2026-01-10 01:21:03,fuel,card_not_present,FR,21.45,,False,False,False,False,18,1425.3999999999999,79.18888888888888,0.0001782246129330163
T0036647,C001521,2026-01-10 01:21:05,digital_content,card_present,IN,10.23,,False,False,False,False,27,2397.21,88.78555555555556,4.1673589086961535e-07
T0031482,C001387,2026-01-10 01:21:06,digital_content,card_not_present,FR,30.83,,False,False,False,False,23,2041.68,88.76869565217392,0.0023059895710509913
T0014151,C000987,2026-01-10 01:21:08,fashion,card_present,GB,67.43,,False,False,False,False,12,1328.3700000000001,110.6975,4.865833580372818e-10
T0026976,C000373,2026-01-10 01:21:09,fashion,card_present,US,105.33,,False,False,False,False,11,1100.27,100.02454545454545,2.120653623102948e-10
T0018043,C000654,2026-01-10 01:21:10,travel,card_present,IN,481.29,,False,False,False,False,18,1789.54,99.41888888888889,1.8130455950529554e-08
T0041998,C002065,2026-01-10 01:21:10,digital_content,card_not_present,IN,46.23,,False,False,False,False,21,1571.94,74.85428571428572,0.00043902166024776753
T0048715,C002237,2026-01-10 01:21:14,gaming,card_not_present,DE,24.69,,False,False,False,False,22,1043.65,47.43863636363637,0.0012889128639448327
T0003810,C001517,2026-01-10 01:21:16,fashion,card_present,BR,122.25,,False,False,False,False,27,1845.95,68.36851851851851,5.04253362986246e-07
T0042867,C001359,2026-01-10 01:21:19,fashion,card_present,US,41.55,,False,False,False,False,17,976.15,57.42058823529412,3.370447263334973e-09
T0025792,C001476,2026-01-10 01:21:22,gaming,card_present,US,54.7,,False,False,False,False,20,813.28,40.664,2.765178531756958e-08
T0004997,C001867,2026-01-10 01:21:24,digital_content,card_present,US,42.2,,False,False,False,False,18,1477.3000000000002,82.07222222222224,1.9424268538365712e-08
T0047556,C001601,2026-01-10 01:21:24,gaming,card_not_present,FR,57.28,,False,False,False,False,22,1139.49,51.795,0.0008135301048325092
T0010814,C000887,2026-01-10 01:21:25,digital_content,card_present,GB,18.94,,False,False,False,False,18,1138.82,63.26777777777777,3.270353698144103e-08
T0048740,C001586,2026-01-10 01:21:27,fashion,card_not_present,FR,50.39,,False,False,False,False,22,2595.8199999999997,117.99181818181818,0.0003843045815036429
T0016199,C000563,2026-01-10 01:21:29,marketplace,card_present,DE,78.8,,False,False,False,False,15,1551.08,103.40533333333333,4.1970301166832635e-09
T0006369,C000066,2026-01-10 01:21:30,fashion,card_not_present,FR,43.23,,False,False,False,False,21,2420.3,115.25238095238096,0.00023207376654286338
T0018925,C000276,2026-01-10 01:21:30,marketplace,card_present,BR,103.53,,False,False,False,False,17,1519.26,89.36823529411765,1.0403441206184264e-08
T0006955,C001073,2026-01-10 01:21:33,marketplace,card_present,DE,73.9,,False,False,False,False,24,1996.9099999999999,83.20458333333333,3.007743220622433e-07
T0035716,C001602,2026-01-10 01:21:34,fuel,card_present,US,21.75,,False,False,False,False,19,1153.56,60.71368421052631,2.4618826265599308e-08
T0010723,C000078,2026-01-10 01:21:36,gaming,card_not_present,FR,21.29,,False,False,False,False,27,1994.0,73.85185185185185,0.007045781512649682
T0031869,C000614,2026-01-10 01:21:39,fashion,card_not_present,DE,53.74,,False,False,False,False,20,1985.69,99.28450000000001,0.00027144086712900534
T0037284,C000181,2026-01-10 01:21:39,fuel,card_not_present,FR,32.6,,False,False,False,False,14,1107.85,79.13214285714285,2.884730189115995e-05
T0048144,C001057,2026-01-10 01:21:40,grocery,card_not_present,FR,42.86,,False,False,False,False,16,1285.3600000000001,80.33500000000001,0.0001105896721382184
T0010826,C000828,2026-01-10 01:21:40,grocery,card_not_present,GB,27.43,,False,False,False,False,23,2693.83,117.12304347826087,0.0058241911301170875
T0031996,C000854,2026-01-10 01:21:41,fuel,card_not_present,GB,21.61,,False,False,False,False,26,1635.87,62.91807692307692,0.01564631868271928
T0014291,C001408,2026-01-10 01:21:42,gaming,card_not_present,BR,14.75,,False,False,False,False,29,2374.31,81.87275862068965,0.025700079541265734
T0023179,C002023,2026-01-10 01:21:45,marketplace,card_not_present,DE,62.22,,False,False,False,False,22,1641.8799999999999,74.63090909090909,0.0017394101598918535
T0001346,C002494,2026-01-10 01:21:47,marketplace,card_not_present,FR,42.86,,False,False,False,False,23,2755.16,119.7895652173913,0.001425252416740377
T0013201,C001376,2026-01-10 01:21:48,gaming,card_not_present,FR,60.51,,False,False,False,False,24,1909.54,79.56416666666667,0.0020284287643288603
T0049471,C000835,2026-01-10 01:21:53,marketplace,card_not_present,DE,57.91,,False,False,False,False,18,906.37,50.35388888888889,0.00028843523943339973
T0008677,C001990,2026-01-10 01:21:57,marketplace,card_present,GB,62.44,,False,False,False,False,31,1821.0,58.74193548387097,8.677023569301176e-06
T0025180,C001927,2026-01-10 01:21:59,digital_content,card_not_present,IN,23.92,,False,False,False,False,20,1385.09,69.2545,0.00025819450857938824
T0012997,C000459,2026-01-10 01:22:00,fashion,card_present,IN,50.14,,False,False,False,False,22,1336.5,60.75,1.2035923920699483e-08
T0030121,C000822,2026-01-10 01:22:02,travel,card_present,GB,180.19,,False,False,False,False,18,1394.04,77.44666666666666,3.240395676639611e-08
T0020517,C001132,2026-01-10 01:22:05,marketplace,card_not_present,CA,62.23,,False,False,False,False,16,936.56,58.535,0.00012449794270059697
T0044507,C002300,2026-01-10 01:22:05,gaming,card_present,BR,10.85,,False,False,False,False,21,2413.62,114.9342857142857,3.9007083798837755e-08
T0019421,C001446,2026-01-10 01:22:13,digital_content,card_not_present,CA,37.23,,False,False,False,False,21,1937.64,92.26857142857143,0.0017580636863963027
T0041321,C002020,2026-01-10 01:22:14,gaming,card_present,DE,19.62,,False,False,False,False,18,939.63,52.20166666666667,1.3550756198627666e-08
T0045296,C000661,2026-01-10 01:22:15,digital_content,card_not_present,GB,15.59,,False,False,False,False,24,1029.76,42.906666666666666,0.007623800513070833
T0045578,C001807,2026-01-10 01:22:17,gaming,card_present,DE,17.63,,False,False,False,False,26,1934.26,74.39461538461538,5.127547601744918e-07
T0019683,C002031,2026-01-10 01:22:19,gaming,card_not_present,BR,13.37,,False,False,False,False,17,1085.98,63.88117647058824,0.0001033126925684629
T0049402,C000652,2026-01-10 01:22:25,digital_content,card_not_present,BR,26.88,,False,False,False,False,20,1830.92,91.546,0.0008197058641973466
T0046986,C000391,2026-01-10 01:22:28,travel,card_not_present,IN,132.07,,False,False,False,False,18,2472.84,137.38,7.245926674570334e-05
T0028975,C000988,2026-01-10 01:22:31,travel,card_present,CA,95.4,,False,False,False,False,24,2024.29,84.34541666666667,3.4122559953375073e-07
T0041388,C002156,2026-01-10 01:22:32,digital_content,card_not_present,DE,30.05,,False,False,False,False,11,1596.63,145.14818181818183,1.031516661361565e-05
T0022034,C001292,2026-01-10 01:22:33,electronics,card_not_present,CA,189.49,,False,False,False,False,23,2698.15,117.3108695652174,0.004167513327960466
T0022764,C000482,2026-01-10 01:22:34,electronics,card_present,BR,262.64,,False,False,False,False,21,1811.16,86.24571428571429,1.0937597749145375e-07
T0035835,C000600,2026-01-10 01:22:35,marketplace,card_present,IN,75.92,,False,False,False,False,24,2153.78,89.74083333333334,7.719539067792239e-08
T0050485,C000961,2026-01-10 01:22:39,travel,card_not_present,BR,6330.03,high_amount,True,False,True,True,13,7107.92,546.7630769230769,0.9999947177428845
T0007236,C000400,2026-01-10 01:22:39,digital_content,card_present,FR,20.21,,False,False,False,False,21,1639.6399999999999,78.07809523809523,5.802255912366424e-08
T0045509,C000741,2026-01-10 01:22:40,fuel,card_present,FR,41.26,,False,False,False,False,31,2752.78,88.79935483870969,5.4737563641091306e-06
T0023427,C001557,2026-01-10 01:22:41,fashion,card_present,DE,41.45,,False,False,False,False,24,1452.93,60.53875,1.1412310523914181e-07
T0024153,C001484,2026-01-10 01:22:41,marketplace,card_present,BR,39.87,,False,False,False,False,15,1041.82,69.45466666666667,3.534690440791085e-09
T0041076,C001162,2026-01-10 01:22:42,grocery,card_not_present,FR,31.16,,False,False,False,False,18,1605.07,89.17055555555555,0.00026262912342326744
T0016460,C001639,2026-01-10 01:22:43,travel,card_not_present,IN,288.87,,False,False,False,False,29,2263.01,78.0348275862069,0.024122598471676058
T0003513,C000322,2026-01-10 01:22:46,travel,card_not_present,US,229.71,,False,False,False,False,16,1153.13,72.070625,0.0001367700967349965
T0018132,C001508,2026-01-10 01:22:49,fashion,card_not_present,FR,69.95,,False,False,False,False,23,1883.67,81.89869565217391,0.0006798480839859772
T0043866,C001900,2026-01-10 01:22:50,digital_content,card_not_present,BR,12.54,,False,False,False,False,24,1633.5,68.0625,0.005110387245715653
T0034805,C000091,2026-01-10 01:22:54,digital_content,card_present,DE,41.4,,False,False,False,False,27,2129.83,78.88259259259259,1.8002291434355753e-06
T0007138,C002094,2026-01-10 01:22:56,fuel,card_not_present,CA,42.85,,False,False,False,False,21,1609.7,76.65238095238095,0.0014896303671983607
T0000575,C000018,2026-01-10 01:22:58,digital_content,card_present,IN,15.77,,False,False,False,False,14,1002.0699999999999,71.57642857142856,1.0279255531479767e-09
T0034926,C002391,2026-01-10 01:23:05,digital_content,card_present,DE,18.59,,False,False,False,False,15,1205.51,80.36733333333333,6.225159769520376e-09
T0044914,C000245,2026-01-10 01:23:07,fashion,card_present,FR,84.28,,False,False,False,False,17,1238.08,72.82823529411765,2.947328530352025e-09
T0000692,C001988,2026-01-10 01:23:07,gaming,card_not_present,DE,44.03,,False,False,False,False,19,1879.8,98.93684210526315,0.00031638709909059836
T0012093,C002068,2026-01-10 01:23:10,fashion,card_not_present,CA,100.42,,False,False,False,False,17,3798.48,223.44,5.526767184880827e-05
T0006197,C001548,2026-01-10 01:23:14,travel,card_not_present,CA,258.92,,False,False,False,False,19,1283.49,67.5521052631579,0.0009280593708910019
T0014878,C000560,2026-01-10 01:23:19,travel,card_not_present,IN,118.15,,False,False,False,False,23,2418.48,105.15130434782608,0.0008217524421514508
T0050439,C001470,2026-01-10 01:23:19,marketplace,card_not_present,GB,6618.14,high_amount,True,False,True,True,14,13761.039999999999,982.9314285714285,0.9999950325857212
T0038209,C001850,2026-01-10 01:23:21,grocery,card_not_present,CA,31.52,,False,False,False,False,50,4978.08,99.5616,0.9994830184125358
T0001463,C000119,2026-01-10 01:23:23,marketplace,card_present,DE,47.68,,False,False,False,False,26,2019.47,77.67192307692308,6.945191322015343e-07
T0003239,C002208,2026-01-10 01:23:24,grocery,card_not_present,CA,33.87,,False,False,False,False,16,1628.1599999999999,101.75999999999999,0.00018925243055509602
T0049766,C001941,2026-01-10 01:23:25,fuel,card_not_present,DE,12.8,,False,False,False,False,16,1786.32,111.645,0.00010678104779608368
T0005027,C000636,2026-01-10 01:23:26,travel,card_not_present,DE,204.51,,False,False,False,False,19,1114.52,58.65894736842105,0.0007234411245411047
T0042555,C002241,2026-01-10 01:23:32,fashion,card_present,BR,78.02,,False,False,False,False,19,1672.95,88.05,1.037507442710066e-08
T0004680,C000173,2026-01-10 01:23:33,digital_content,card_not_present,GB,67.15,,False,False,False,False,19,1374.0,72.3157894736842,0.000912416642339696
T0047807,C000224,2026-01-10 01:23:34,marketplace,card_present,DE,93.98,,False,False,False,False,24,1496.55,62.356249999999996,3.2313732004106335e-07
T0023791,C001721,2026-01-10 01:23:36,fuel,card_present,GB,32.43,,False,False,False,False,19,1240.53,65.29105263157895,4.3797834327810545e-08
T0042326,C001115,2026-01-10 01:23:39,travel,card_present,FR,443.59,,False,False,False,False,20,1528.67,76.43350000000001,9.498294838982244e-08
T0042444,C000701,2026-01-10 01:23:39,travel,card_present,GB,101.64,,False,False,False,False,25,3198.37,127.9348,6.476371414646581e-07
T0032891,C000921,2026-01-10 01:23:40,gaming,card_present,BR,11.79,,False,False,False,False,17,1193.73,70.21941176470588,6.604724944918677e-09
T0005836,C002136,2026-01-10 01:23:40,travel,card_not_present,GB,162.99,,False,False,False,False,48,3288.61,68.51270833333334,0.9978860826705376
T0030809,C000677,2026-01-10 01:23:40,fuel,card_present,US,35.89,,False,False,False,False,20,2015.56,100.77799999999999,3.7833834848012885e-08
T0000039,C000692,2026-01-10 01:23:41,digital_content,card_present,CA,27.85,,False,False,False,False,21,1485.54,70.74,1.1539173478580093e-07
T0008583,C000648,2026-01-10 01:23:42,grocery,card_not_present,GB,41.23,,False,False,False,False,21,1614.3600000000001,76.87428571428572,0.0024756054630194597
T0018721,C001849,2026-01-10 01:23:44,gaming,card_not_present,GB,37.32,,False,False,False,False,20,1899.8,94.99,0.0006181714525238866
T0044460,C002311,2026-01-10 01:23:48,gaming,card_present,CA,40.15,,False,False,False,False,21,1148.19,54.675714285714285,6.105375868918098e-08
T0048964,C000885,2026-01-10 01:23:48,gaming,card_present,DE,27.3,,False,False,False,False,14,1086.74,77.62428571428572,2.0204643790428324e-09
T0036166,C002402,2026-01-10 01:23:53,grocery,card_not_present,IN,20.54,,False,False,False,False,25,1616.62,64.6648,0.003021454404520001
T0037477,C000418,2026-01-10 01:23:54,travel,card_present,GB,106.81,,False,False,False,False,14,1736.23,124.01642857142858,3.1358873624855485e-09
T0029936,C000881,2026-01-10 01:23:54,travel,card_not_present,BR,263.95,,False,False,False,False,29,3605.57,124.33000000000001,0.0762684864018319
T0036389,C001074,2026-01-10 01:23:54,marketplace,card_present,CA,47.29,,False,False,False,False,24,2137.79,89.07458333333334,2.962418643440319e-07
T0034345,C001262,2026-01-10 01:23:56,digital_content,card_present,GB,24.56,,False,False,False,False,20,1113.16,55.658,8.455001448791819e-08
T0009760,C000909,2026-01-10 01:24:00,fuel,card_not_present,FR,31.76,,False,False,False,False,22,1108.55,50.38863636363636,0.0012208135010010929
T0004289,C001911,2026-01-10 01:24:04,fashion,card_not_present,CA,34.51,,False,False,False,False,20,2424.52,121.226,0.00026318383513396177
T0004354,C001034,2026-01-10 01:24:06,digital_content,card_not_present,FR,22.9,,False,False,False,False,16,1191.07,74.441875,8.860355904113701e-05
T0020946,C001919,2026-01-10 01:24:11,travel,card_present,FR,410.11,,False,False,False,False,14,1315.53,93.96642857142857,4.805669191872977e-09
T0012677,C001151,2026-01-10 01:24:13,grocery,card_not_present,IN,56.26,,False,False,False,False,21,1386.09,66.00428571428571,0.0005479718535258085
T0038169,C000015,2026-01-10 01:24:14,marketplace,card_not_present,CA,68.1,,False,False,False,False,29,1757.26,60.5951724137931,0.04549282629397998
T0033069,C000358,2026-01-10 01:24:15,gaming,card_not_present,FR,32.69,,False,False,False,False,24,1481.76,61.74,0.0018410177735720362
T0019072,C000888,2026-01-10 01:24:18,fashion,card_not_present,GB,80.0,,False,False,False,False,20,1936.62,96.83099999999999,0.00036967306648938035
T0043676,C002144,2026-01-10 01:24:18,digital_content,card_present,BR,18.77,,False,False,False,False,27,3173.24,117.5274074074074,1.4647008410116625e-06
T0004063,C001582,2026-01-10 01:24:19,fuel,card_present,FR,29.14,,False,False,False,False,19,8284.16,436.00842105263155,8.188209623206437e-09
T0013204,C000286,2026-01-10 01:24:21,grocery,card_not_present,US,31.9,,False,False,False,False,21,1439.96,68.56952380952382,0.0014012531242703955
