transaction_id,card_id,timestamp,merchant_segment,channel,country,amount,fraud_pattern,is_fraud,rule_velocity,rule_high_amount,any_rule_hit
T0037622,C001892,2026-01-10 05:19:49,fashion,card_present,DE,57.45,,False,False,False,False
T0048762,C001289,2026-01-10 05:19:53,gaming,card_present,US,13.6,,False,False,False,False
T0001901,C001338,2026-01-10 05:19:56,marketplace,card_present,GB,138.98,,False,False,False,False
T0016961,C000261,2026-01-10 05:19:59,gaming,card_present,US,18.52,,False,False,False,False
T0001246,C002464,2026-01-10 05:20:00,marketplace,card_not_present,US,28.97,,False,False,False,False
T0003140,C001236,2026-01-10 05:20:01,marketplace,card_not_present,CA,67.38,,False,False,False,False
T0026344,C000409,2026-01-10 05:20:05,fuel,card_not_present,BR,31.03,,False,False,False,False
T0024550,C001839,2026-01-10 05:20:07,digital_content,card_not_present,US,14.99,,False,False,False,False
T0019831,C001146,2026-01-10 05:20:08,gaming,card_present,US,26.15,,False,False,False,False
T0021077,C000177,2026-01-10 05:20:08,gaming,card_present,BR,43.5,,False,False,False,False
T0022590,C001224,2026-01-10 05:20:09,grocery,card_present,DE,14.56,,False,False,False,False
T0033615,C001467,2026-01-10 05:20:14,electronics,card_present,FR,120.59,,False,False,False,False
T0025752,C000992,2026-01-10 05:20:14,marketplace,card_present,IN,31.57,,False,False,False,False
T0024452,C000557,2026-01-10 05:20:15,marketplace,card_not_present,BR,56.85,,False,False,False,False
T0016143,C000496,2026-01-10 05:20:15,grocery,card_not_present,FR,47.61,,False,False,False,False
T0038181,C002433,2026-01-10 05:20:17,grocery,card_not_present,IN,47.31,,False,False,False,False
T0011681,C000682,2026-01-10 05:20:20,grocery,card_present,IN,36.62,,False,False,False,False
T0003828,C001374,2026-01-10 05:20:22,gaming,card_not_present,FR,20.84,,False,False,False,False
T0014588,C000362,2026-01-10 05:20:24,travel,card_present,US,101.9,,False,False,False,False
T0039374,C001189,2026-01-10 05:20:25,gaming,card_not_present,FR,18.49,,False,False,False,False
T0004896,C001011,2026-01-10 05:20:28,digital_content,card_present,FR,26.48,,False,False,False,False
T0041523,C001186,2026-01-10 05:20:29,marketplace,card_not_present,IN,22.95,,False,False,False,False
T0014512,C000123,2026-01-10 05:20:31,grocery,card_present,US,65.88,,False,False,False,False
T0011344,C002173,2026-01-10 05:20:32,fashion,card_present,US,49.83,,False,False,False,False
T0047918,C001549,2026-01-10 05:20:34,fuel,card_not_present,US,18.4,,False,False,False,False
T0013704,C000928,2026-01-10 05:20:34,digital_content,card_not_present,CA,20.4,,False,False,False,False
T0015486,C002041,2026-01-10 05:20:39,fashion,card_present,US,140.24,,False,False,False,False
T0007053,C001698,2026-01-10 05:20:39,marketplace,card_not_present,US,135.88,,False,False,False,False
T0045066,C001885,2026-01-10 05:20:39,grocery,card_present,IN,20.6,,False,False,False,False
T0007564,C002091,2026-01-10 05:20:40,gaming,card_not_present,DE,26.31,,False,False,False,False
T0014203,C002020,2026-01-10 05:20:42,grocery,card_present,CA,48.84,,False,False,False,False
T0000262,C000427,2026-01-10 05:20:43,grocery,card_not_present,DE,37.02,,False,False,False,False
T0033124,C000895,2026-01-10 05:20:44,grocery,card_not_present,BR,61.14,,False,False,False,False
T0002539,C001328,2026-01-10 05:20:45,fashion,card_not_present,DE,63.37,,False,False,False,False
T0039981,C000447,2026-01-10 05:20:46,electronics,card_present,CA,331.47,,False,False,False,False
T0039535,C001832,2026-01-10 05:20:48,marketplace,card_not_present,DE,49.63,,False,False,False,False
T0025926,C001980,2026-01-10 05:20:48,gaming,card_present,IN,15.54,,False,False,False,False
T0012118,C002021,2026-01-10 05:20:54,fashion,card_not_present,GB,146.63,,False,False,False,False
T0036661,C000177,2026-01-10 05:20:59,fashion,card_not_present,BR,58.08,,False,False,False,False
T0034039,C001315,2026-01-10 05:20:59,travel,card_present,IN,81.16,,False,False,False,False
T0004824,C002437,2026-01-10 05:20:59,digital_content,card_present,GB,35.55,,False,False,False,False
T0049910,C001356,2026-01-10 05:21:02,marketplace,card_not_present,BR,180.43,,False,False,False,False
T0034939,C000865,2026-01-10 05:21:04,fashion,card_not_present,IN,48.13,,False,False,False,False
T0010821,C002245,2026-01-10 05:21:05,travel,card_present,CA,55.55,,False,False,False,False
T0023466,C002411,2026-01-10 05:21:11,travel,card_not_present,GB,182.8,,False,False,False,False
T0042348,C002219,2026-01-10 05:21:17,travel,card_present,DE,190.41,,False,False,False,False
T0046416,C002098,2026-01-10 05:21:20,gaming,card_present,BR,23.16,,False,False,False,False
T0046898,C001560,2026-01-10 05:21:21,grocery,card_not_present,FR,45.52,,False,False,False,False
T0000011,C001317,2026-01-10 05:21:23,digital_content,card_not_present,FR,161.42,,False,False,False,False
T0011522,C000201,2026-01-10 05:21:24,electronics,card_not_present,FR,162.34,,False,False,False,False
T0021956,C000550,2026-01-10 05:21:26,marketplace,card_present,FR,60.28,,False,False,False,False
T0011281,C000421,2026-01-10 05:21:27,digital_content,card_present,IN,8.25,,False,False,False,False
T0044031,C000957,2026-01-10 05:21:28,fuel,card_present,CA,94.45,,False,False,False,False
T0036337,C001244,2026-01-10 05:21:33,digital_content,card_present,BR,10.78,,False,False,False,False
T0017321,C000797,2026-01-10 05:21:36,fashion,card_not_present,FR,79.35,,False,False,False,False
T0046532,C000159,2026-01-10 05:21:39,fashion,card_not_present,IN,106.65,,False,False,False,False
T0013773,C002218,2026-01-10 05:21:41,fashion,card_not_present,GB,53.4,,False,False,False,False
T0041805,C002114,2026-01-10 05:21:45,electronics,card_not_present,FR,85.84,,False,False,False,False
T0010902,C000015,2026-01-10 05:21:49,digital_content,card_present,CA,20.35,,False,False,False,False
T0006827,C001346,2026-01-10 05:21:49,travel,card_not_present,FR,186.98,,False,False,False,False
T0027568,C000027,2026-01-10 05:21:51,marketplace,card_present,GB,36.0,,False,False,False,False
T0009787,C001309,2026-01-10 05:21:54,gaming,card_present,GB,14.8,,False,False,False,False
T0010817,C001890,2026-01-10 05:21:54,digital_content,card_present,IN,48.49,,False,False,False,False
T0029261,C001595,2026-01-10 05:21:55,fashion,card_present,BR,56.23,,False,False,False,False
T0010241,C001741,2026-01-10 05:21:55,travel,card_present,US,91.24,,False,False,False,False
T0044980,C001922,2026-01-10 05:21:57,fuel,card_present,BR,39.76,,False,False,False,False
T0008837,C000725,2026-01-10 05:21:58,gaming,card_not_present,GB,44.8,,False,False,False,False
T0006128,C002208,2026-01-10 05:21:59,travel,card_not_present,FR,292.6,,False,False,False,False
T0006189,C000323,2026-01-10 05:22:00,digital_content,card_present,BR,56.2,,False,False,False,False
T0022598,C001837,2026-01-10 05:22:02,travel,card_present,BR,49.43,,False,False,False,False
T0006693,C002072,2026-01-10 05:22:03,digital_content,card_present,DE,40.04,,False,False,False,False
T0046128,C001934,2026-01-10 05:22:04,travel,card_present,CA,142.53,,False,False,False,False
T0033989,C002004,2026-01-10 05:22:06,marketplace,card_not_present,BR,91.36,,False,False,False,False
T0023734,C000879,2026-01-10 05:22:10,electronics,card_present,US,42.55,,False,False,False,False
T0049699,C000941,2026-01-10 05:22:10,digital_content,card_present,GB,20.64,,False,False,False,False
T0023990,C000361,2026-01-10 05:22:11,digital_content,card_present,US,30.45,,False,False,False,False
T0050494,C001645,2026-01-10 05:22:12,marketplace,card_not_present,IN,8602.49,high_amount,True,False,True,True
T0039474,C001600,2026-01-10 05:22:15,gaming,card_present,GB,37.33,,False,False,False,False
T0014350,C000896,2026-01-10 05:22:16,fuel,card_not_present,CA,28.89,,False,False,False,False
T0015540,C001729,2026-01-10 05:22:17,fuel,card_not_present,FR,28.03,,False,False,False,False
T0041293,C000710,2026-01-10 05:22:18,fashion,card_present,FR,77.67,,False,False,False,False
T0043606,C001952,2026-01-10 05:22:18,fuel,card_not_present,FR,31.48,,False,False,False,False
T0035926,C000987,2026-01-10 05:22:18,electronics,card_not_present,CA,777.87,,False,False,False,False
T0008103,C000453,2026-01-10 05:22:19,gaming,card_present,BR,23.38,,False,False,False,False
T0017978,C000080,2026-01-10 05:22:28,digital_content,card_present,CA,30.94,,False,False,False,False
T0043178,C002161,2026-01-10 05:22:29,marketplace,card_not_present,DE,28.15,,False,False,False,False
T0006129,C000799,2026-01-10 05:22:29,digital_content,card_not_present,US,16.04,,False,False,False,False
T0040237,C002162,2026-01-10 05:22:31,marketplace,card_not_present,DE,79.81,,False,False,False,False
T0015068,C000114,2026-01-10 05:22:31,fuel,card_not_present,DE,17.26,,False,False,False,False
T0016600,C000862,2026-01-10 05:22:32,fashion,card_not_present,FR,40.45,,False,False,False,False
T0041486,C000447,2026-01-10 05:22:32,digital_content,card_present,IN,14.57,,False,False,False,False
T0036177,C001161,2026-01-10 05:22:37,digital_content,card_present,FR,114.67,,False,False,False,False
T0035762,C001083,2026-01-10 05:22:37,travel,card_present,IN,163.24,,False,False,False,False
T0039959,C000056,2026-01-10 05:22:38,fashion,card_present,US,101.13,,False,False,False,False
T0011244,C000780,2026-01-10 05:22:39,electronics,card_present,US,134.47,,False,False,False,False
T0036835,C000866,2026-01-10 05:22:42,digital_content,card_present,US,49.76,,False,False,False,False
T0013506,C001944,2026-01-10 05:22:43,digital_content,card_not_present,GB,33.5,,False,False,False,False
T0025674,C002336,2026-01-10 05:22:44,fashion,card_not_present,DE,122.75,,False,False,False,False
T0001370,C001587,2026-01-10 05:22:46,fuel,card_not_present,IN,27.28,,False,False,False,False
T0008037,C002409,2026-01-10 05:22:46,travel,card_not_present,US,239.63,,False,False,False,False
T0044416,C001740,2026-01-10 05:22:46,travel,card_not_present,IN,375.71,,False,False,False,False
T0032052,C002487,2026-01-10 05:22:47,gaming,card_present,FR,12.66,,False,False,False,False
T0043328,C001512,2026-01-10 05:22:47,marketplace,card_not_present,GB,135.69,,False,False,False,False
T0015059,C002251,2026-01-10 05:22:48,fuel,card_not_present,BR,15.34,,False,False,False,False
T0005717,C000500,2026-01-10 05:22:50,marketplace,card_not_present,BR,70.43,,False,False,False,False
T0017554,C001121,2026-01-10 05:22:51,fuel,card_present,US,20.63,,False,False,False,False
T0008962,C001148,2026-01-10 05:22:55,fuel,card_present,CA,16.29,,False,False,False,False
T0024967,C001899,2026-01-10 05:22:57,fashion,card_present,US,90.35,,False,False,False,False
T0019200,C001353,2026-01-10 05:22:57,fuel,card_not_present,FR,53.75,,False,False,False,False
T0045837,C002327,2026-01-10 05:23:01,fuel,card_not_present,BR,35.58,,False,False,False,False
T0018913,C001480,2026-01-10 05:23:01,digital_content,card_present,CA,30.02,,False,False,False,False
T0037185,C002346,2026-01-10 05:23:01,grocery,card_not_present,US,36.49,,False,False,False,False
T0023665,C002199,2026-01-10 05:23:03,marketplace,card_present,CA,137.25,,False,False,False,False
T0019264,C002422,2026-01-10 05:23:04,digital_content,card_not_present,GB,36.75,,False,False,False,False
T0032960,C000912,2026-01-10 05:23:05,travel,card_present,IN,259.1,,False,False,False,False
T0050509,C000131,2026-01-10 05:23:10,electronics,card_not_present,IN,6234.78,high_amount,True,False,True,True
T0025281,C001612,2026-01-10 05:23:13,fashion,card_not_present,IN,108.54,,False,False,False,False
T0038496,C001325,2026-01-10 05:23:14,electronics,card_not_present,US,106.92,,False,False,False,False
T0000684,C002398,2026-01-10 05:23:15,electronics,card_present,CA,454.6,,False,False,False,False
T0033298,C002089,2026-01-10 05:23:17,travel,card_present,CA,44.78,,False,False,False,False
T0022714,C001297,2026-01-10 05:23:19,fashion,card_present,BR,26.09,,False,False,False,False
T0045362,C001690,2026-01-10 05:23:21,gaming,card_present,IN,7.27,,False,False,False,False
T0044418,C000076,2026-01-10 05:23:21,marketplace,card_not_present,IN,59.33,,False,False,False,False
T0019910,C001701,2026-01-10 05:23:22,grocery,card_present,BR,21.8,,False,False,False,False
T0002512,C002131,2026-01-10 05:23:26,fuel,card_not_present,DE,19.98,,False,False,False,False
T0037325,C000718,2026-01-10 05:23:27,travel,card_not_present,BR,101.03,,False,False,False,False
T0046352,C002300,2026-01-10 05:23:29,fashion,card_present,IN,87.5,,False,False,False,False
T0004552,C000092,2026-01-10 05:23:30,digital_content,card_present,IN,11.86,,False,False,False,False
T0008391,C002480,2026-01-10 05:23:30,fuel,card_present,CA,42.33,,False,False,False,False
T0012643,C000598,2026-01-10 05:23:32,marketplace,card_not_present,BR,51.99,,False,False,False,False
T0045639,C000080,2026-01-10 05:23:32,fuel,card_not_present,DE,17.51,,False,False,False,False
T0012604,C001249,2026-01-10 05:23:33,gaming,card_present,FR,12.61,,False,False,False,False
T0035836,C000986,2026-01-10 05:23:36,fuel,card_present,BR,11.92,,False,False,False,False
T0011038,C000364,2026-01-10 05:23:37,fuel,card_present,FR,38.86,,False,False,False,False
T0022977,C001188,2026-01-10 05:23:38,travel,card_not_present,CA,189.65,,False,False,False,False
T0015055,C001726,2026-01-10 05:23:41,gaming,card_present,FR,18.86,,False,False,False,False
T0038081,C002133,2026-01-10 05:23:42,fuel,card_not_present,GB,36.05,,False,False,False,False
T0009915,C001302,2026-01-10 05:23:42,travel,card_present,IN,69.92,,False,False,False,False
T0016927,C000887,2026-01-10 05:23:43,electronics,card_present,BR,54.18,,False,False,False,False
T0002607,C001332,2026-01-10 05:23:44,fuel,card_present,GB,34.8,,False,False,False,False
T0013725,C000927,2026-01-10 05:23:46,travel,card_not_present,DE,79.35,,False,False,False,False
T0049014,C001943,2026-01-10 05:23:53,travel,card_not_present,BR,155.23,,False,False,False,False
T0045163,C001001,2026-01-10 05:23:53,travel,card_present,DE,94.69,,False,False,False,False
T0009483,C000045,2026-01-10 05:23:55,fashion,card_not_present,DE,86.06,,False,False,False,False
T0028477,C000916,2026-01-10 05:23:55,gaming,card_not_present,FR,43.33,,False,False,False,False
T0018356,C001239,2026-01-10 05:23:55,digital_content,card_not_present,US,55.83,,False,False,False,False
T0045193,C001807,2026-01-10 05:23:57,digital_content,card_present,GB,9.54,,False,False,False,False
T0014116,C000351,2026-01-10 05:23:59,travel,card_not_present,CA,111.09,,False,False,False,False
T0036217,C001685,2026-01-10 05:24:00,gaming,card_present,BR,19.09,,False,False,False,False
T0027263,C000635,2026-01-10 05:24:03,marketplace,card_not_present,US,38.28,,False,False,False,False
T0038910,C001424,2026-01-10 05:24:06,gaming,card_present,IN,25.17,,False,False,False,False
T0036843,C000694,2026-01-10 05:24:09,gaming,card_present,IN,12.96,,False,False,False,False
T0027896,C000058,2026-01-10 05:24:09,travel,card_not_present,CA,225.14,,False,False,False,False
T0039401,C002138,2026-01-10 05:24:10,electronics,card_present,FR,165.82,,False,False,False,False
T0023476,C002023,2026-01-10 05:24:11,grocery,card_present,US,33.03,,False,False,False,False
T0026553,C001525,2026-01-10 05:24:11,gaming,card_not_present,US,13.17,,False,False,False,False
T0007434,C001826,2026-01-10 05:24:12,gaming,card_not_present,IN,27.12,,False,False,False,False
T0032983,C001910,2026-01-10 05:24:14,digital_content,card_present,CA,14.23,,False,False,False,False
T0033445,C001896,2026-01-10 05:24:17,digital_content,card_not_present,US,8.87,,False,False,False,False
T0032391,C001837,2026-01-10 05:24:19,digital_content,card_present,BR,26.49,,False,False,False,False
T0001532,C000024,2026-01-10 05:24:25,digital_content,card_not_present,GB,13.44,,False,False,False,False
T0011910,C001076,2026-01-10 05:24:26,electronics,card_not_present,IN,332.63,,False,False,False,False
T0041845,C002416,2026-01-10 05:24:28,marketplace,card_present,FR,33.07,,False,False,False,False
T0042439,C000235,2026-01-10 05:24:28,marketplace,card_not_present,DE,35.22,,False,False,False,False
T0010852,C001615,2026-01-10 05:24:30,fashion,card_present,GB,58.1,,False,False,False,False
T0001935,C000367,2026-01-10 05:24:30,fuel,card_present,FR,29.68,,False,False,False,False
T0026606,C002416,2026-01-10 05:24:31,grocery,card_not_present,CA,34.86,,False,False,False,False
T0048618,C002235,2026-01-10 05:24:33,digital_content,card_present,FR,58.41,,False,False,False,False
T0039892,C001633,2026-01-10 05:24:34,electronics,card_not_present,GB,121.39,,False,False,False,False
T0010683,C001743,2026-01-10 05:24:41,digital_content,card_present,FR,27.29,,False,False,False,False
T0018125,C001231,2026-01-10 05:24:44,grocery,card_present,DE,46.49,,False,False,False,False
T0022619,C000459,2026-01-10 05:24:46,fashion,card_present,DE,21.52,,False,False,False,False
T0032601,C001739,2026-01-10 05:24:49,fuel,card_present,IN,63.83,,False,False,False,False
T0030221,C002081,2026-01-10 05:24:54,fuel,card_not_present,DE,38.8,,False,False,False,False
T0032731,C001561,2026-01-10 05:24:54,digital_content,card_present,US,35.46,,False,False,False,False
T0011183,C001529,2026-01-10 05:24:58,fuel,card_not_present,DE,21.0,,False,False,False,False
T0009675,C001007,2026-01-10 05:25:02,digital_content,card_present,CA,27.16,,False,False,False,False
T0006317,C001957,2026-01-10 05:25:04,marketplace,card_not_present,CA,40.36,,False,False,False,False
T0023719,C001999,2026-01-10 05:25:05,electronics,card_not_present,US,375.98,,False,False,False,False
T0033819,C001644,2026-01-10 05:25:05,grocery,card_present,BR,37.64,,False,False,False,False
T0045239,C000019,2026-01-10 05:25:06,grocery,card_not_present,GB,20.98,,False,False,False,False
T0025226,C000317,2026-01-10 05:25:06,electronics,card_present,IN,106.7,,False,False,False,False
T0007908,C001788,2026-01-10 05:25:07,electronics,card_present,FR,332.15,,False,False,False,False
T0042509,C000725,2026-01-10 05:25:09,marketplace,card_not_present,DE,32.84,,False,False,False,False
T0023745,C001359,2026-01-10 05:25:11,travel,card_present,GB,173.16,,False,False,False,False
T0022131,C000129,2026-01-10 05:25:12,fashion,card_present,CA,77.07,,False,False,False,False
T0036182,C001886,2026-01-10 05:25:12,marketplace,card_not_present,IN,30.55,,False,False,False,False
T0042571,C001309,2026-01-10 05:25:13,fashion,card_not_present,FR,59.18,,False,False,False,False
T0029661,C002243,2026-01-10 05:25:17,grocery,card_not_present,DE,37.79,,False,False,False,False
T0029308,C001530,2026-01-10 05:25:18,marketplace,card_not_present,DE,37.16,,False,False,False,False
T0050477,C000923,2026-01-10 05:25:19,marketplace,card_not_present,US,10115.0,high_amount,True,False,True,True
T0015947,C001786,2026-01-10 05:25:19,fuel,card_present,GB,24.99,,False,False,False,False
T0042626,C002160,2026-01-10 05:25:22,electronics,card_not_present,GB,215.4,,False,False,False,False
T0021156,C001053,2026-01-10 05:25:23,grocery,card_present,FR,43.89,,False,False,False,False
T0011794,C000292,2026-01-10 05:25:23,electronics,card_present,BR,50.34,,False,False,False,False
T0017044,C000915,2026-01-10 05:25:24,grocery,card_present,BR,23.36,,False,False,False,False
T0040216,C001719,2026-01-10 05:25:25,grocery,card_present,BR,77.07,,False,False,False,False
T0001967,C000928,2026-01-10 05:25:27,gaming,card_present,US,48.8,,False,False,False,False
T0005922,C001994,2026-01-10 05:25:29,fuel,card_not_present,GB,26.87,,False,False,False,False
T0011526,C001862,2026-01-10 05:25:30,digital_content,card_not_present,GB,47.87,,False,False,False,False
T0020072,C002355,2026-01-10 05:25:36,fuel,card_not_present,FR,47.36,,False,False,False,False
T0008793,C001531,2026-01-10 05:25:39,grocery,card_present,US,21.14,,False,False,False,False
T0044799,C001833,2026-01-10 05:25:53,fuel,card_not_present,FR,34.7,,False,False,False,False
T0047220,C001910,2026-01-10 05:25:53,marketplace,card_not_present,DE,36.14,,False,False,False,False
T0047394,C001415,2026-01-10 05:25:56,electronics,card_present,US,541.69,,False,False,False,False
T0032410,C001420,2026-01-10 05:25:57,grocery,card_not_present,DE,60.3,,False,False,False,False
T0022478,C001850,2026-01-10 05:26:00,digital_content,card_present,BR,26.51,,False,False,False,False
T0018768,C002320,2026-01-10 05:26:01,gaming,card_not_present,GB,13.67,,False,False,False,False
T0029676,C000821,2026-01-10 05:26:03,electronics,card_not_present,US,121.3,,False,False,False,False
T0004632,C000719,2026-01-10 05:26:03,electronics,card_present,FR,199.36,,False,False,False,False
T0024212,C001614,2026-01-10 05:26:04,grocery,card_present,BR,21.83,,False,False,False,False
T0003264,C002155,2026-01-10 05:26:05,marketplace,card_not_present,BR,137.4,,False,False,False,False
T0007773,C001446,2026-01-10 05:26:05,fashion,card_not_present,US,76.82,,False,False,False,False
T0044511,C002365,2026-01-10 05:26:06,electronics,card_present,BR,78.94,,False,False,False,False
T0016465,C001533,2026-01-10 05:26:08,electronics,card_present,CA,61.37,,False,False,False,False
T0018202,C000786,2026-01-10 05:26:08,fuel,card_not_present,IN,27.78,,False,False,False,False
T0038882,C000073,2026-01-10 05:26:10,gaming,card_present,DE,33.07,,False,False,False,False
T0035063,C000008,2026-01-10 05:26:14,gaming,card_not_present,IN,37.84,,False,False,False,False
T0030690,C001294,2026-01-10 05:26:20,travel,card_not_present,US,233.65,,False,False,False,False
T0044002,C001216,2026-01-10 05:26:21,digital_content,card_present,IN,14.0,,False,False,False,False
T0013460,C001445,2026-01-10 05:26:21,marketplace,card_present,CA,38.47,,False,False,False,False
T0012043,C001292,2026-01-10 05:26:24,travel,card_not_present,IN,157.2,,False,False,False,False
T0004601,C002471,2026-01-10 05:26:25,travel,card_not_present,US,52.55,,False,False,False,False
T0007597,C001612,2026-01-10 05:26:29,grocery,card_not_present,IN,31.12,,False,False,False,False
T0028016,C002448,2026-01-10 05:26:29,marketplace,card_not_present,FR,39.68,,False,False,False,False
T0017604,C000701,2026-01-10 05:26:30,marketplace,card_not_present,BR,121.89,,False,False,False,False
T0042176,C000649,2026-01-10 05:26:33,electronics,card_not_present,CA,105.49,,False,False,False,False
T0037996,C001143,2026-01-10 05:26:35,gaming,card_present,GB,28.49,,False,False,False,False
T0003739,C001671,2026-01-10 05:26:36,grocery,card_present,DE,49.68,,False,False,False,False
T0024381,C001215,2026-01-10 05:26:37,marketplace,card_present,IN,49.46,,False,False,False,False
T0010790,C001085,2026-01-10 05:26:43,marketplace,card_present,IN,120.51,,False,False,False,False
T0016076,C001231,2026-01-10 05:26:44,gaming,card_present,DE,84.65,,False,False,False,False
T0025810,C000369,2026-01-10 05:26:45,electronics,card_not_present,FR,178.3,,False,False,False,False
T0029124,C002325,2026-01-10 05:26:46,travel,card_present,FR,90.46,,False,False,False,False
T0025819,C001388,2026-01-10 05:26:52,grocery,card_not_present,IN,30.55,,False,False,False,False
T0017473,C001886,2026-01-10 05:26:56,digital_content,card_present,CA,53.68,,False,False,False,False
T0022692,C001292,2026-01-10 05:27:00,fashion,card_present,BR,68.66,,False,False,False,False
T0023674,C001313,2026-01-10 05:27:00,digital_content,card_present,IN,28.09,,False,False,False,False
T0017475,C001884,2026-01-10 05:27:00,grocery,card_not_present,GB,10.59,,False,False,False,False
T0028213,C000685,2026-01-10 05:27:01,grocery,card_not_present,US,14.63,,False,False,False,False
T0012750,C000711,2026-01-10 05:27:04,grocery,card_not_present,CA,28.28,,False,False,False,False
T0047049,C001468,2026-01-10 05:27:06,marketplace,card_present,CA,101.32,,False,False,False,False
T0003432,C001926,2026-01-10 05:27:07,grocery,card_present,CA,31.5,,False,False,False,False
T0013233,C000754,2026-01-10 05:27:07,grocery,card_present,CA,44.87,,False,False,False,False
T0041478,C001935,2026-01-10 05:27:08,gaming,card_not_present,US,15.54,,False,False,False,False
T0010565,C002424,2026-01-10 05:27:09,gaming,card_not_present,BR,8.51,,False,False,False,False
T0024410,C001300,2026-01-10 05:27:09,travel,card_present,BR,199.04,,False,False,False,False
T0032074,C000584,2026-01-10 05:27:10,fashion,card_not_present,BR,50.97,,False,False,False,False
T0025663,C001848,2026-01-10 05:27:11,fuel,card_present,BR,38.58,,False,False,False,False
T0018158,C000077,2026-01-10 05:27:14,marketplace,card_not_present,CA,117.22,,False,False,False,False
T0007967,C000525,2026-01-10 05:27:15,electronics,card_not_present,US,414.53,,False,False,False,False
T0020678,C000776,2026-01-10 05:27:16,fuel,card_present,US,32.05,,False,False,False,False
T0047127,C000205,2026-01-10 05:27:16,digital_content,card_present,BR,20.0,,False,False,False,False
T0038217,C001089,2026-01-10 05:27:16,fashion,card_present,FR,58.67,,False,False,False,False
T0012888,C002033,2026-01-10 05:27:19,fuel,card_present,BR,17.54,,False,False,False,False
T0020933,C000240,2026-01-10 05:27:24,marketplace,card_not_present,CA,101.51,,False,False,False,False
T0040043,C000924,2026-01-10 05:27:26,fuel,card_present,CA,32.68,,False,False,False,False
T0046316,C001194,2026-01-10 05:27:26,marketplace,card_present,US,73.47,,False,False,False,False
T0000241,C000351,2026-01-10 05:27:26,fuel,card_not_present,BR,35.89,,False,False,False,False
T0048822,C001593,2026-01-10 05:27:28,fuel,card_not_present,FR,18.61,,False,False,False,False
T0036265,C000509,2026-01-10 05:27:31,fuel,card_present,FR,30.76,,False,False,False,False
T0046280,C000316,2026-01-10 05:27:33,gaming,card_present,GB,18.63,,False,False,False,False
T0004494,C000655,2026-01-10 05:27:35,fashion,card_present,IN,53.5,,False,False,False,False
T0013790,C000387,2026-01-10 05:27:40,electronics,card_not_present,BR,58.21,,False,False,False,False
T0011201,C002456,2026-01-10 05:27:40,digital_content,card_not_present,IN,32.56,,False,False,False,False
T0049137,C000836,2026-01-10 05:27:41,grocery,card_not_present,US,32.79,,False,False,False,False
T0046839,C000861,2026-01-10 05:27:42,marketplace,card_not_present,IN,49.53,,False,False,False,False
T0041487,C002445,2026-01-10 05:27:42,grocery,card_not_present,BR,33.54,,False,False,False,False
T0018901,C000510,2026-01-10 05:27:47,electronics,card_present,CA,51.23,,False,False,False,False
T0014615,C002029,2026-01-10 05:27:49,fuel,card_not_present,DE,37.24,,False,False,False,False
T0022895,C002143,2026-01-10 05:27:51,fashion,card_present,US,98.59,,False,False,False,False
T0013586,C001786,2026-01-10 05:27:51,marketplace,card_present,GB,93.23,,False,False,False,False
T0021003,C001768,2026-01-10 05:27:55,travel,card_not_present,DE,272.89,,False,False,False,False
T0041476,C001107,2026-01-10 05:27:56,digital_content,card_not_present,DE,20.71,,False,False,False,False
T0022861,C001505,2026-01-10 05:27:56,electronics,card_not_present,FR,107.24,,False,False,False,False
T0035968,C001901,2026-01-10 05:27:56,grocery,card_not_present,FR,65.84,,False,False,False,False
T0008973,C000819,2026-01-10 05:27:56,fuel,card_present,DE,41.65,,False,False,False,False
T0030262,C001966,2026-01-10 05:27:59,electronics,card_not_present,IN,113.28,,False,False,False,False
T0017718,C000634,2026-01-10 05:28:03,fashion,card_present,CA,78.72,,False,False,False,False
T0021065,C002065,2026-01-10 05:28:04,digital_content,card_not_present,DE,17.0,,False,False,False,False
T0049110,C002449,2026-01-10 05:28:05,electronics,card_present,US,114.33,,False,False,False,False
T0001341,C001336,2026-01-10 05:28:07,grocery,card_present,CA,18.31,,False,False,False,False
T0006101,C000517,2026-01-10 05:28:09,fuel,card_not_present,CA,27.78,,False,False,False,False
T0023492,C002258,2026-01-10 05:28:09,gaming,card_not_present,IN,13.6,,False,False,False,False
T0035236,C000612,2026-01-10 05:28:10,fuel,card_not_present,BR,48.95,,False,False,False,False
T0031411,C002446,2026-01-10 05:28:12,marketplace,card_present,FR,123.95,,False,False,False,False
T0049859,C000531,2026-01-10 05:28:16,grocery,card_present,IN,38.21,,False,False,False,False
T0004534,C001879,2026-01-10 05:28:17,travel,card_present,BR,178.86,,False,False,False,False
T0001579,C000283,2026-01-10 05:28:18,fuel,card_not_present,GB,49.34,,False,False,False,False
T0040890,C000511,2026-01-10 05:28:18,grocery,card_present,CA,33.45,,False,False,False,False
T0044474,C001658,2026-01-10 05:28:20,digital_content,card_not_present,IN,28.22,,False,False,False,False
T0041855,C000080,2026-01-10 05:28:24,marketplace,card_not_present,BR,93.63,,False,False,False,False
T0038710,C002491,2026-01-10 05:28:33,marketplace,card_not_present,DE,82.97,,False,False,False,False
T0045940,C001113,2026-01-10 05:28:36,digital_content,card_present,CA,19.69,,False,False,False,False
T0047925,C001312,2026-01-10 05:28:38,travel,card_present,IN,510.69,,False,False,False,False
T0043701,C002156,2026-01-10 05:28:39,gaming,card_present,FR,28.07,,False,False,False,False
