card_id,tx_count,total_amount,fraud_tx,velocity_hits,high_amount_hits,any_rule_hits,fraud_rate_card,rule_hit_rate,status
C000407,19,1220.95,0,0,0,0,0.0,0.0,Low Risk
C000408,26,1733.51,0,0,0,0,0.0,0.0,Low Risk
C000409,21,1897.73,0,0,0,0,0.0,0.0,Low Risk
C000410,22,2150.15,0,0,0,0,0.0,0.0,Low Risk
C000411,15,1681.49,0,0,0,0,0.0,0.0,Low Risk
C000412,19,1076.41,0,0,0,0,0.0,0.0,Low Risk
C000413,25,2244.36,0,0,0,0,0.0,0.0,Low Risk
C000414,45,2866.6,17,9,0,9,0.37777777777777777,0.2,High Risk (Fraud & Rules)
C000415,17,771.52,0,0,0,0,0.0,0.0,Low Risk
C000416,20,1039.98,0,0,0,0,0.0,0.0,Low Risk
C000417,20,848.46,0,0,0,0,0.0,0.0,Low Risk
C000418,14,1736.23,0,0,0,0,0.0,0.0,Low Risk
C000419,15,1669.81,0,0,0,0,0.0,0.0,Low Risk
C000420,22,1076.18,0,0,0,0,0.0,0.0,Low Risk
C000421,15,1069.52,0,0,0,0,0.0,0.0,Low Risk
C000422,18,1093.98,0,0,0,0,0.0,0.0,Low Risk
C000423,14,1340.37,0,0,0,0,0.0,0.0,Low Risk
C000424,21,1212.1100000000001,0,0,0,0,0.0,0.0,Low Risk
C000425,25,1648.53,0,0,0,0,0.0,0.0,Low Risk
C000426,20,1006.81,0,0,0,0,0.0,0.0,Low Risk
C000427,20,1950.74,0,0,0,0,0.0,0.0,Low Risk
C000428,15,1496.76,0,0,0,0,0.0,0.0,Low Risk
C000429,20,1516.1200000000001,0,0,0,0,0.0,0.0,Low Risk
C000430,23,1446.18,0,0,0,0,0.0,0.0,Low Risk
C000431,19,6175.740000000001,1,0,1,1,0.05263157894736842,0.05263157894736842,High Risk (Fraud & Rules)
C000432,14,1065.56,0,0,0,0,0.0,0.0,Low Risk
C000433,23,1755.1100000000001,0,0,0,0,0.0,0.0,Low Risk
C000434,25,2548.33,0,0,0,0,0.0,0.0,Low Risk
C000435,20,1274.81,0,0,0,0,0.0,0.0,Low Risk
C000436,19,1619.54,0,0,0,0,0.0,0.0,Low Risk
C000437,31,2247.13,0,0,0,0,0.0,0.0,Low Risk
C000438,26,2311.5,0,0,0,0,0.0,0.0,Low Risk
C000439,21,1597.91,0,0,0,0,0.0,0.0,Low Risk
C000440,19,1341.23,0,0,0,0,0.0,0.0,Low Risk
C000441,18,1162.29,0,0,0,0,0.0,0.0,Low Risk
C000442,22,2206.0,0,0,0,0,0.0,0.0,Low Risk
C000443,17,1299.05,0,0,0,0,0.0,0.0,Low Risk
C000444,18,1553.15,0,0,0,0,0.0,0.0,Low Risk
C000445,21,1386.45,0,0,0,0,0.0,0.0,Low Risk
C000446,24,2150.06,0,0,0,0,0.0,0.0,Low Risk
C000447,18,1250.26,0,0,0,0,0.0,0.0,Low Risk
C000448,17,1492.49,0,0,0,0,0.0,0.0,Low Risk
C000449,19,960.8199999999999,0,0,0,0,0.0,0.0,Low Risk
C000450,20,4082.68,0,0,0,0,0.0,0.0,Low Risk
C000451,24,1534.83,0,0,0,0,0.0,0.0,Low Risk
C000452,17,933.4,0,0,0,0,0.0,0.0,Low Risk
C000453,21,1751.03,0,0,0,0,0.0,0.0,Low Risk
C000454,20,1111.67,0,0,0,0,0.0,0.0,Low Risk
C000455,21,1834.32,0,0,0,0,0.0,0.0,Low Risk
C000456,13,852.45,0,0,0,0,0.0,0.0,Low Risk
C000457,13,726.78,0,0,0,0,0.0,0.0,Low Risk
C000458,21,1470.66,0,0,0,0,0.0,0.0,Low Risk
C000459,22,1336.5,0,0,0,0,0.0,0.0,Low Risk
C000460,13,592.88,0,0,0,0,0.0,0.0,Low Risk
C000461,24,2435.4,0,0,0,0,0.0,0.0,Low Risk
C000462,14,1262.79,0,0,0,0,0.0,0.0,Low Risk
C000463,38,10302.75,11,2,1,3,0.2894736842105263,0.07894736842105263,High Risk (Fraud & Rules)
C000464,24,11040.289999999999,1,0,1,1,0.041666666666666664,0.041666666666666664,High Risk (Fraud & Rules)
C000465,17,1360.89,0,0,0,0,0.0,0.0,Low Risk
C000466,12,779.18,0,0,0,0,0.0,0.0,Low Risk
C000467,20,1650.58,0,0,0,0,0.0,0.0,Low Risk
C000468,7,1244.1799999999998,0,0,0,0,0.0,0.0,Low Risk
C000469,52,3762.2400000000002,24,17,0,17,0.46153846153846156,0.3269230769230769,High Risk (Fraud & Rules)
C000470,24,1211.38,0,0,0,0,0.0,0.0,Low Risk
C000471,20,2216.4500000000003,0,0,0,0,0.0,0.0,Low Risk
C000472,18,2634.56,0,0,0,0,0.0,0.0,Low Risk
C000473,20,1237.51,0,0,0,0,0.0,0.0,Low Risk
C000474,22,1594.77,0,0,0,0,0.0,0.0,Low Risk
C000475,21,1466.18,0,0,0,0,0.0,0.0,Low Risk
C000476,24,2028.09,0,0,0,0,0.0,0.0,Low Risk
C000477,15,1045.96,0,0,0,0,0.0,0.0,Low Risk
C000478,11,603.39,0,0,0,0,0.0,0.0,Low Risk
C000479,15,1250.76,0,0,0,0,0.0,0.0,Low Risk
C000480,16,1048.96,0,0,0,0,0.0,0.0,Low Risk
C000481,22,1209.74,0,0,0,0,0.0,0.0,Low Risk
C000482,21,1811.16,0,0,0,0,0.0,0.0,Low Risk
C000483,19,1248.81,0,0,0,0,0.0,0.0,Low Risk
C000484,14,536.64,0,0,0,0,0.0,0.0,Low Risk
C000485,17,1312.46,0,0,0,0,0.0,0.0,Low Risk
C000486,15,791.72,0,0,0,0,0.0,0.0,Low Risk
C000487,22,1785.57,0,0,0,0,0.0,0.0,Low Risk
C000488,26,1905.68,0,0,0,0,0.0,0.0,Low Risk
C000489,27,3430.2,0,0,0,0,0.0,0.0,Low Risk
C000490,20,1546.23,0,0,0,0,0.0,0.0,Low Risk
C000491,12,728.74,0,0,0,0,0.0,0.0,Low Risk
C000492,21,3103.48,0,0,0,0,0.0,0.0,Low Risk
C000493,22,2125.56,0,0,0,0,0.0,0.0,Low Risk
C000494,9,741.88,0,0,0,0,0.0,0.0,Low Risk
C000495,28,2051.6,0,0,0,0,0.0,0.0,Low Risk
C000496,22,2240.45,0,0,0,0,0.0,0.0,Low Risk
C000497,22,2035.54,0,0,0,0,0.0,0.0,Low Risk
C000498,13,712.07,0,0,0,0,0.0,0.0,Low Risk
C000499,24,1309.9,0,0,0,0,0.0,0.0,Low Risk
C000500,29,2131.49,0,0,0,0,0.0,0.0,Low Risk
C000501,22,1526.48,0,0,0,0,0.0,0.0,Low Risk
C000502,19,11544.78,1,0,1,1,0.05263157894736842,0.05263157894736842,High Risk (Fraud & Rules)
C000503,21,1770.74,0,0,0,0,0.0,0.0,Low Risk
C000504,26,2048.3,0,0,0,0,0.0,0.0,Low Risk
C000505,23,1553.52,0,0,0,0,0.0,0.0,Low Risk
C000506,23,1884.24,0,0,0,0,0.0,0.0,Low Risk
C000507,23,1437.12,0,0,0,0,0.0,0.0,Low Risk
C000508,18,1143.99,0,0,0,0,0.0,0.0,Low Risk
C000509,17,1060.77,0,0,0,0,0.0,0.0,Low Risk
C000510,17,1443.91,0,0,0,0,0.0,0.0,Low Risk
C000511,25,1550.9099999999999,0,0,0,0,0.0,0.0,Low Risk
C000512,23,1768.71,0,0,0,0,0.0,0.0,Low Risk
C000513,18,11605.01,1,0,1,1,0.05555555555555555,0.05555555555555555,High Risk (Fraud & Rules)
C000514,17,1229.04,0,0,0,0,0.0,0.0,Low Risk
C000515,26,1652.03,0,0,0,0,0.0,0.0,Low Risk
C000516,16,1755.17,0,0,0,0,0.0,0.0,Low Risk
C000517,15,1296.09,0,0,0,0,0.0,0.0,Low Risk
C000518,19,1671.47,0,0,0,0,0.0,0.0,Low Risk
C000519,16,1214.34,0,0,0,0,0.0,0.0,Low Risk
C000520,17,1091.84,0,0,0,0,0.0,0.0,Low Risk
C000521,20,1529.88,0,0,0,0,0.0,0.0,Low Risk
C000522,17,1960.7,0,0,0,0,0.0,0.0,Low Risk
C000523,20,854.53,0,0,0,0,0.0,0.0,Low Risk
C000524,22,2118.07,0,0,0,0,0.0,0.0,Low Risk
C000525,27,2301.22,0,0,0,0,0.0,0.0,Low Risk
C000526,23,1638.98,0,0,0,0,0.0,0.0,Low Risk
C000527,16,1070.8400000000001,0,0,0,0,0.0,0.0,Low Risk
C000528,15,1232.18,0,0,0,0,0.0,0.0,Low Risk
C000529,22,1371.2,0,0,0,0,0.0,0.0,Low Risk
C000530,28,7234.75,1,0,0,0,0.03571428571428571,0.0,Low Risk
C000531,17,1420.37,0,0,0,0,0.0,0.0,Low Risk
C000532,22,1290.94,0,0,0,0,0.0,0.0,Low Risk
C000533,15,6699.639999999999,1,0,1,1,0.06666666666666667,0.06666666666666667,High Risk (Fraud & Rules)
C000534,13,792.35,0,0,0,0,0.0,0.0,Low Risk
C000535,16,7579.89,1,0,1,1,0.0625,0.0625,High Risk (Fraud & Rules)
C000536,20,1408.55,0,0,0,0,0.0,0.0,Low Risk
C000537,25,2079.38,0,0,0,0,0.0,0.0,Low Risk
C000538,25,2773.32,0,0,0,0,0.0,0.0,Low Risk
C000539,23,1758.01,0,0,0,0,0.0,0.0,Low Risk
C000540,13,1034.88,0,0,0,0,0.0,0.0,Low Risk
C000541,23,1855.29,0,0,0,0,0.0,0.0,Low Risk
C000542,18,1280.56,0,0,0,0,0.0,0.0,Low Risk
C000543,19,851.8,0,0,0,0,0.0,0.0,Low Risk
C000544,20,1613.07,0,0,0,0,0.0,0.0,Low Risk
C000545,17,1938.65,0,0,0,0,0.0,0.0,Low Risk
C000546,21,1594.81,0,0,0,0,0.0,0.0,Low Risk
C000547,16,1554.08,0,0,0,0,0.0,0.0,Low Risk
C000548,48,4810.14,17,10,0,10,0.3541666666666667,0.20833333333333334,High Risk (Fraud & Rules)
C000549,22,1481.6599999999999,0,0,0,0,0.0,0.0,Low Risk
C000550,16,1286.48,0,0,0,0,0.0,0.0,Low Risk
C000551,17,1867.2199999999998,0,0,0,0,0.0,0.0,Low Risk
C000552,17,1095.92,0,0,0,0,0.0,0.0,Low Risk
C000553,19,1583.69,0,0,0,0,0.0,0.0,Low Risk
C000554,26,2930.0299999999997,0,0,0,0,0.0,0.0,Low Risk
C000555,27,1454.79,0,0,0,0,0.0,0.0,Low Risk
C000556,29,3126.58,0,0,0,0,0.0,0.0,Low Risk
C000557,19,978.43,0,0,0,0,0.0,0.0,Low Risk
C000558,23,2325.19,0,0,0,0,0.0,0.0,Low Risk
C000559,26,2508.45,0,0,0,0,0.0,0.0,Low Risk
C000560,23,2418.48,0,0,0,0,0.0,0.0,Low Risk
C000561,16,1347.22,0,0,0,0,0.0,0.0,Low Risk
C000562,25,1635.61,0,0,0,0,0.0,0.0,Low Risk
C000563,15,1551.08,0,0,0,0,0.0,0.0,Low Risk
C000564,23,2467.54,0,0,0,0,0.0,0.0,Low Risk
C000565,20,1604.64,0,0,0,0,0.0,0.0,Low Risk
C000566,24,2500.2400000000002,0,0,0,0,0.0,0.0,Low Risk
C000567,19,1338.22,0,0,0,0,0.0,0.0,Low Risk
C000568,14,831.6,0,0,0,0,0.0,0.0,Low Risk
C000569,21,1767.19,0,0,0,0,0.0,0.0,Low Risk
C000570,22,1792.55,0,0,0,0,0.0,0.0,Low Risk
C000571,20,10354.22,1,0,1,1,0.05,0.05,High Risk (Fraud & Rules)
C000572,11,635.4,0,0,0,0,0.0,0.0,Low Risk
C000573,22,2938.48,0,0,0,0,0.0,0.0,Low Risk
C000574,21,2098.6,0,0,0,0,0.0,0.0,Low Risk
C000575,19,771.6,0,0,0,0,0.0,0.0,Low Risk
C000576,23,1461.78,0,0,0,0,0.0,0.0,Low Risk
C000577,19,1761.6299999999999,0,0,0,0,0.0,0.0,Low Risk
C000578,24,2430.21,0,0,0,0,0.0,0.0,Low Risk
C000579,21,2025.57,0,0,0,0,0.0,0.0,Low Risk
C000580,13,1173.48,0,0,0,0,0.0,0.0,Low Risk
C000581,19,1422.25,0,0,0,0,0.0,0.0,Low Risk
C000582,26,1911.77,0,0,0,0,0.0,0.0,Low Risk
C000583,18,1662.45,0,0,0,0,0.0,0.0,Low Risk
C000584,13,603.01,0,0,0,0,0.0,0.0,Low Risk
C000585,21,1842.35,0,0,0,0,0.0,0.0,Low Risk
C000586,16,11360.64,1,0,1,1,0.0625,0.0625,High Risk (Fraud & Rules)
C000587,15,6061.03,1,0,1,1,0.06666666666666667,0.06666666666666667,High Risk (Fraud & Rules)
C000588,22,1663.42,0,0,0,0,0.0,0.0,Low Risk
C000589,22,1736.1,0,0,0,0,0.0,0.0,Low Risk
C000590,27,2459.84,0,0,0,0,0.0,0.0,Low Risk
C000591,22,1325.17,0,0,0,0,0.0,0.0,Low Risk
C000592,19,1924.8,0,0,0,0,0.0,0.0,Low Risk
C000593,24,1541.02,0,0,0,0,0.0,0.0,Low Risk
C000594,15,1660.73,0,0,0,0,0.0,0.0,Low Risk
C000595,30,2975.31,0,0,0,0,0.0,0.0,Low Risk
C000596,18,700.61,0,0,0,0,0.0,0.0,Low Risk
C000597,21,1203.96,0,0,0,0,0.0,0.0,Low Risk
C000598,21,1830.8600000000001,0,0,0,0,0.0,0.0,Low Risk
C000599,15,582.26,0,0,0,0,0.0,0.0,Low Risk
C000600,24,2153.78,0,0,0,0,0.0,0.0,Low Risk
C000601,30,2106.82,0,0,0,0,0.0,0.0,Low Risk
C000602,22,1343.36,0,0,0,0,0.0,0.0,Low Risk
C000603,33,12109.89,1,0,1,1,0.030303030303030304,0.030303030303030304,High Risk (Fraud & Rules)
C000604,24,1331.99,0,0,0,0,0.0,0.0,Low Risk
C000605,21,2719.85,0,0,0,0,0.0,0.0,Low Risk
C000606,15,779.49,0,0,0,0,0.0,0.0,Low Risk
C000607,24,1525.14,0,0,0,0,0.0,0.0,Low Risk
C000608,26,2241.88,0,0,0,0,0.0,0.0,Low Risk
C000609,17,1660.46,0,0,0,0,0.0,0.0,Low Risk
C000610,16,1351.68,0,0,0,0,0.0,0.0,Low Risk
C000611,14,1706.14,0,0,0,0,0.0,0.0,Low Risk
C000612,29,3028.73,0,0,0,0,0.0,0.0,Low Risk
C000613,31,3169.21,0,0,0,0,0.0,0.0,Low Risk
C000614,20,1985.69,0,0,0,0,0.0,0.0,Low Risk
C000615,20,1879.18,0,0,0,0,0.0,0.0,Low Risk
C000616,19,1839.82,0,0,0,0,0.0,0.0,Low Risk
C000617,15,1600.9,0,0,0,0,0.0,0.0,Low Risk
C000618,23,1504.0900000000001,0,0,0,0,0.0,0.0,Low Risk
C000619,17,1103.79,0,0,0,0,0.0,0.0,Low Risk
C000620,15,674.24,0,0,0,0,0.0,0.0,Low Risk
C000621,14,1238.06,0,0,0,0,0.0,0.0,Low Risk
C000622,21,1773.43,0,0,0,0,0.0,0.0,Low Risk
C000623,19,1243.85,0,0,0,0,0.0,0.0,Low Risk
C000624,24,1968.47,0,0,0,0,0.0,0.0,Low Risk
C000625,27,3097.17,0,0,0,0,0.0,0.0,Low Risk
C000626,24,1445.53,0,0,0,0,0.0,0.0,Low Risk
C000627,23,1714.1599999999999,0,0,0,0,0.0,0.0,Low Risk
C000628,15,734.28,0,0,0,0,0.0,0.0,Low Risk
C000629,17,1104.52,0,0,0,0,0.0,0.0,Low Risk
C000630,20,1637.99,0,0,0,0,0.0,0.0,Low Risk
C000631,12,1797.48,0,0,0,0,0.0,0.0,Low Risk
C000632,14,800.59,0,0,0,0,0.0,0.0,Low Risk
C000633,16,1122.42,0,0,0,0,0.0,0.0,Low Risk
C000634,26,2255.94,0,0,0,0,0.0,0.0,Low Risk
C000635,20,1513.78,0,0,0,0,0.0,0.0,Low Risk
C000636,19,1114.52,0,0,0,0,0.0,0.0,Low Risk
C000637,24,2495.31,0,0,0,0,0.0,0.0,Low Risk
C000638,26,1917.9,0,0,0,0,0.0,0.0,Low Risk
C000639,12,562.57,0,0,0,0,0.0,0.0,Low Risk
C000640,24,1574.3799999999999,0,0,0,0,0.0,0.0,Low Risk
C000641,17,1500.76,0,0,0,0,0.0,0.0,Low Risk
C000642,13,1574.25,0,0,0,0,0.0,0.0,Low Risk
C000643,17,2055.6,0,0,0,0,0.0,0.0,Low Risk
C000644,18,1520.54,0,0,0,0,0.0,0.0,Low Risk
C000645,18,1763.51,0,0,0,0,0.0,0.0,Low Risk
C000646,20,1463.6100000000001,0,0,0,0,0.0,0.0,Low Risk
C000647,20,960.91,0,0,0,0,0.0,0.0,Low Risk
C000648,21,1614.3600000000001,0,0,0,0,0.0,0.0,Low Risk
C000649,19,2019.88,0,0,0,0,0.0,0.0,Low Risk
C000650,16,1459.74,0,0,0,0,0.0,0.0,Low Risk
C000651,19,2038.85,0,0,0,0,0.0,0.0,Low Risk
C000652,20,1830.92,0,0,0,0,0.0,0.0,Low Risk
C000653,17,1575.11,0,0,0,0,0.0,0.0,Low Risk
C000654,18,1789.54,0,0,0,0,0.0,0.0,Low Risk
C000655,14,950.5,0,0,0,0,0.0,0.0,Low Risk
C000656,22,1149.52,0,0,0,0,0.0,0.0,Low Risk
C000657,25,2138.47,0,0,0,0,0.0,0.0,Low Risk
C000658,19,1157.88,0,0,0,0,0.0,0.0,Low Risk
C000659,18,1123.01,0,0,0,0,0.0,0.0,Low Risk
C000660,20,1112.62,0,0,0,0,0.0,0.0,Low Risk
C000661,24,1029.76,0,0,0,0,0.0,0.0,Low Risk
C000662,22,1122.98,0,0,0,0,0.0,0.0,Low Risk
C000663,26,1438.94,0,0,0,0,0.0,0.0,Low Risk
C000664,25,2976.2799999999997,0,0,0,0,0.0,0.0,Low Risk
C000665,23,2244.02,0,0,0,0,0.0,0.0,Low Risk
C000666,18,1033.54,0,0,0,0,0.0,0.0,Low Risk
C000667,18,2109.93,0,0,0,0,0.0,0.0,Low Risk
C000668,25,2161.77,0,0,0,0,0.0,0.0,Low Risk
C000669,22,1825.91,0,0,0,0,0.0,0.0,Low Risk
C000670,30,1678.63,0,0,0,0,0.0,0.0,Low Risk
C000671,24,2462.38,0,0,0,0,0.0,0.0,Low Risk
C000672,16,1157.68,0,0,0,0,0.0,0.0,Low Risk
C000673,24,1840.97,0,0,0,0,0.0,0.0,Low Risk
C000674,16,17853.72,2,0,2,2,0.125,0.125,High Risk (Fraud & Rules)
C000675,20,1778.78,0,0,0,0,0.0,0.0,Low Risk
C000676,22,1704.6100000000001,0,0,0,0,0.0,0.0,Low Risk
C000677,20,2015.56,0,0,0,0,0.0,0.0,Low Risk
C000678,28,2866.02,0,0,0,0,0.0,0.0,Low Risk
C000679,15,1952.84,0,0,0,0,0.0,0.0,Low Risk
C000680,15,1407.05,0,0,0,0,0.0,0.0,Low Risk
C000681,20,1573.53,0,0,0,0,0.0,0.0,Low Risk
C000682,16,898.42,0,0,0,0,0.0,0.0,Low Risk
C000683,24,1431.13,0,0,0,0,0.0,0.0,Low Risk
C000684,15,904.42,0,0,0,0,0.0,0.0,Low Risk
C000685,21,1532.68,0,0,0,0,0.0,0.0,Low Risk
C000686,20,1126.79,0,0,0,0,0.0,0.0,Low Risk
C000687,20,1398.48,0,0,0,0,0.0,0.0,Low Risk
C000688,28,12546.630000000001,1,0,1,1,0.03571428571428571,0.03571428571428571,High Risk (Fraud & Rules)
C000689,24,2277.98,0,0,0,0,0.0,0.0,Low Risk
C000690,25,1368.56,0,0,0,0,0.0,0.0,Low Risk
C000691,24,1098.54,0,0,0,0,0.0,0.0,Low Risk
C000692,21,1485.54,0,0,0,0,0.0,0.0,Low Risk
C000693,22,11347.869999999999,1,0,1,1,0.045454545454545456,0.045454545454545456,High Risk (Fraud & Rules)
C000694,20,1212.6299999999999,0,0,0,0,0.0,0.0,Low Risk
C000695,12,990.51,0,0,0,0,0.0,0.0,Low Risk
C000696,21,888.15,0,0,0,0,0.0,0.0,Low Risk
C000697,18,1615.9099999999999,0,0,0,0,0.0,0.0,Low Risk
C000698,12,1314.33,0,0,0,0,0.0,0.0,Low Risk
C000699,19,1258.55,0,0,0,0,0.0,0.0,Low Risk
C000700,14,1387.61,0,0,0,0,0.0,0.0,Low Risk
C000701,25,3198.37,0,0,0,0,0.0,0.0,Low Risk
C000702,21,1703.02,0,0,0,0,0.0,0.0,Low Risk
C000703,19,12952.78,1,0,1,1,0.05263157894736842,0.05263157894736842,High Risk (Fraud & Rules)
C000704,26,2373.22,0,0,0,0,0.0,0.0,Low Risk
C000705,18,763.0,0,0,0,0,0.0,0.0,Low Risk
C000706,15,1078.92,0,0,0,0,0.0,0.0,Low Risk
C000707,19,2011.13,0,0,0,0,0.0,0.0,Low Risk
C000708,17,859.02,0,0,0,0,0.0,0.0,Low Risk
C000709,23,1907.96,0,0,0,0,0.0,0.0,Low Risk
C000710,21,1211.04,0,0,0,0,0.0,0.0,Low Risk
C000711,22,2337.5,0,0,0,0,0.0,0.0,Low Risk
C000712,33,8371.76,1,0,1,1,0.030303030303030304,0.030303030303030304,High Risk (Fraud & Rules)
C000713,19,1415.61,0,0,0,0,0.0,0.0,Low Risk
C000714,15,1135.5,0,0,0,0,0.0,0.0,Low Risk
C000715,20,1099.59,0,0,0,0,0.0,0.0,Low Risk
C000716,18,1096.95,0,0,0,0,0.0,0.0,Low Risk
C000717,15,819.4200000000001,0,0,0,0,0.0,0.0,Low Risk
C000718,19,1792.08,0,0,0,0,0.0,0.0,Low Risk
C000719,13,1212.8,0,0,0,0,0.0,0.0,Low Risk
C000720,13,712.95,0,0,0,0,0.0,0.0,Low Risk
C000721,27,1678.8,0,0,0,0,0.0,0.0,Low Risk
C000722,18,2326.05,0,0,0,0,0.0,0.0,Low Risk
C000723,22,8398.02,1,0,1,1,0.045454545454545456,0.045454545454545456,High Risk (Fraud & Rules)
C000724,15,795.13,0,0,0,0,0.0,0.0,Low Risk
C000725,30,7388.139999999999,1,0,0,0,0.03333333333333333,0.0,Low Risk
C000726,20,1783.07,0,0,0,0,0.0,0.0,Low Risk
C000727,11,579.49,0,0,0,0,0.0,0.0,Low Risk
C000728,24,2141.7200000000003,0,0,0,0,0.0,0.0,Low Risk
C000729,21,1588.27,0,0,0,0,0.0,0.0,Low Risk
C000730,15,707.76,0,0,0,0,0.0,0.0,Low Risk
C000731,14,1195.6,0,0,0,0,0.0,0.0,Low Risk
C000732,25,1553.16,0,0,0,0,0.0,0.0,Low Risk
C000733,23,2349.94,0,0,0,0,0.0,0.0,Low Risk
C000734,29,2697.4,0,0,0,0,0.0,0.0,Low Risk
C000735,17,2018.39,0,0,0,0,0.0,0.0,Low Risk
C000736,20,1282.05,0,0,0,0,0.0,0.0,Low Risk
C000737,18,1384.67,0,0,0,0,0.0,0.0,Low Risk
C000738,19,1730.55,0,0,0,0,0.0,0.0,Low Risk
C000739,22,1445.21,0,0,0,0,0.0,0.0,Low Risk
C000740,21,1428.95,0,0,0,0,0.0,0.0,Low Risk
C000741,31,2752.78,0,0,0,0,0.0,0.0,Low Risk
C000742,15,986.34,0,0,0,0,0.0,0.0,Low Risk
C000743,19,1550.95,0,0,0,0,0.0,0.0,Low Risk
C000744,16,1002.64,0,0,0,0,0.0,0.0,Low Risk
C000745,24,1742.36,0,0,0,0,0.0,0.0,Low Risk
C000746,19,1587.39,0,0,0,0,0.0,0.0,Low Risk
C000747,17,1912.92,0,0,0,0,0.0,0.0,Low Risk
C000748,20,1021.84,0,0,0,0,0.0,0.0,Low Risk
C000749,26,1888.8300000000002,0,0,0,0,0.0,0.0,Low Risk
C000750,26,1784.61,0,0,0,0,0.0,0.0,Low Risk
C000751,24,6005.799999999999,1,0,0,0,0.041666666666666664,0.0,Low Risk
C000752,17,996.6600000000001,0,0,0,0,0.0,0.0,Low Risk
C000753,26,2106.43,0,0,0,0,0.0,0.0,Low Risk
C000754,30,1860.73,0,0,0,0,0.0,0.0,Low Risk
C000755,41,3564.2799999999997,11,0,0,0,0.2682926829268293,0.0,Low Risk
C000756,17,1039.3799999999999,0,0,0,0,0.0,0.0,Low Risk
C000757,17,1167.68,0,0,0,0,0.0,0.0,Low Risk
C000758,18,1224.6,0,0,0,0,0.0,0.0,Low Risk
C000759,26,2324.13,0,0,0,0,0.0,0.0,Low Risk
C000760,17,1011.13,0,0,0,0,0.0,0.0,Low Risk
C000761,20,2245.99,0,0,0,0,0.0,0.0,Low Risk
C000762,17,1914.89,0,0,0,0,0.0,0.0,Low Risk
C000763,17,2052.29,0,0,0,0,0.0,0.0,Low Risk
C000764,17,1108.05,0,0,0,0,0.0,0.0,Low Risk
C000765,21,2741.34,0,0,0,0,0.0,0.0,Low Risk
C000766,19,2121.35,0,0,0,0,0.0,0.0,Low Risk
C000767,17,1729.05,0,0,0,0,0.0,0.0,Low Risk
C000768,22,2017.48,0,0,0,0,0.0,0.0,Low Risk
C000769,19,989.91,0,0,0,0,0.0,0.0,Low Risk
C000770,21,1405.11,0,0,0,0,0.0,0.0,Low Risk
C000771,22,7416.49,1,0,1,1,0.045454545454545456,0.045454545454545456,High Risk (Fraud & Rules)
C000772,16,952.01,0,0,0,0,0.0,0.0,Low Risk
C000773,18,1383.26,0,0,0,0,0.0,0.0,Low Risk
C000774,17,1463.72,0,0,0,0,0.0,0.0,Low Risk
C000775,17,1729.78,0,0,0,0,0.0,0.0,Low Risk
C000776,20,1212.76,0,0,0,0,0.0,0.0,Low Risk
C000777,18,1196.65,0,0,0,0,0.0,0.0,Low Risk
C000778,20,1574.21,0,0,0,0,0.0,0.0,Low Risk
C000779,21,2142.44,0,0,0,0,0.0,0.0,Low Risk
C000780,14,1246.27,0,0,0,0,0.0,0.0,Low Risk
C000781,24,2038.73,0,0,0,0,0.0,0.0,Low Risk
C000782,22,1808.74,0,0,0,0,0.0,0.0,Low Risk
C000783,29,2550.35,0,0,0,0,0.0,0.0,Low Risk
C000784,14,1242.7,0,0,0,0,0.0,0.0,Low Risk
C000785,23,1622.89,0,0,0,0,0.0,0.0,Low Risk
C000786,21,1289.17,0,0,0,0,0.0,0.0,Low Risk
C000787,27,1907.6200000000001,0,0,0,0,0.0,0.0,Low Risk
C000788,14,667.11,0,0,0,0,0.0,0.0,Low Risk
C000789,14,1221.65,0,0,0,0,0.0,0.0,Low Risk
C000790,18,1425.3999999999999,0,0,0,0,0.0,0.0,Low Risk
C000791,19,1418.6299999999999,0,0,0,0,0.0,0.0,Low Risk
C000792,16,1363.0,0,0,0,0,0.0,0.0,Low Risk
C000793,25,1656.87,0,0,0,0,0.0,0.0,Low Risk
C000794,19,935.64,0,0,0,0,0.0,0.0,Low Risk
C000795,27,1545.6299999999999,0,0,0,0,0.0,0.0,Low Risk
C000796,17,1028.81,0,0,0,0,0.0,0.0,Low Risk
C000797,19,1307.11,0,0,0,0,0.0,0.0,Low Risk
C000798,19,971.4300000000001,0,0,0,0,0.0,0.0,Low Risk
C000799,21,1143.98,0,0,0,0,0.0,0.0,Low Risk
C000800,19,1405.98,0,0,0,0,0.0,0.0,Low Risk
C000801,16,2022.48,0,0,0,0,0.0,0.0,Low Risk
C000802,23,1808.71,0,0,0,0,0.0,0.0,Low Risk
C000803,19,1724.82,0,0,0,0,0.0,0.0,Low Risk
C000804,54,2944.62,21,13,0,13,0.3888888888888889,0.24074074074074073,High Risk (Fraud & Rules)
C000805,21,2537.54,0,0,0,0,0.0,0.0,Low Risk
C000806,22,1716.47,0,0,0,0,0.0,0.0,Low Risk
C000807,19,1063.79,0,0,0,0,0.0,0.0,Low Risk
C000808,17,1176.76,0,0,0,0,0.0,0.0,Low Risk
C000809,21,1543.63,0,0,0,0,0.0,0.0,Low Risk
C000810,21,1694.76,0,0,0,0,0.0,0.0,Low Risk
C000811,14,1077.45,0,0,0,0,0.0,0.0,Low Risk
C000812,18,1032.14,0,0,0,0,0.0,0.0,Low Risk
