card_id,tx_count,total_amount,fraud_tx,velocity_hits,high_amount_hits,any_rule_hits,fraud_rate_card,rule_hit_rate,status,avg_fraud_score,max_fraud_score,tx_count_score,fraud_tx_score,any_rule_hits_score,combined_status
C000504,26,2048.3,0,0,0,0,0.0,0.0,Low Risk,0.005095495800276086,0.0306559799894753,26,0,0,Low Risk
C000505,23,1553.52,0,0,0,0,0.0,0.0,Low Risk,0.001039036576474911,0.0041630184072328,23,0,0,Low Risk
C000506,23,1884.24,0,0,0,0,0.0,0.0,Low Risk,0.0014255496706372178,0.0043841760068508,23,0,0,Low Risk
C000507,23,1437.12,0,0,0,0,0.0,0.0,Low Risk,0.001431599846134297,0.0047487572077662,23,0,0,Low Risk
C000508,18,1143.99,0,0,0,0,0.0,0.0,Low Risk,0.0001549961630603028,0.0005179705448425,18,0,0,Low Risk
C000509,17,1060.77,0,0,0,0,0.0,0.0,Low Risk,0.0001334905864107592,0.0004110808369207,17,0,0,Low Risk
C000510,17,1443.91,0,0,0,0,0.0,0.0,Low Risk,0.00011639983205854864,0.0004528505336614,17,0,0,Low Risk
C000511,25,1550.91,0,0,0,0,0.0,0.0,Low Risk,0.003591522190560898,0.0100223505667532,25,0,0,Low Risk
C000512,23,1768.71,0,0,0,0,0.0,0.0,Low Risk,0.0018258672451896998,0.0049446901807099,23,0,0,Low Risk
C000513,18,11605.01,1,0,1,1,0.0555555555555555,0.0555555555555555,High Risk (Fraud & Rules),0.055583569483867806,0.9999999999993034,18,1,1,"High Risk (Fraud, Rules & Model)"
C000514,17,1229.04,0,0,0,0,0.0,0.0,Low Risk,9.60027561392376e-05,0.0005050542659283,17,0,0,Low Risk
C000515,26,1652.03,0,0,0,0,0.0,0.0,Low Risk,0.006355600426826586,0.0285488987133756,26,0,0,Low Risk
C000516,16,1755.17,0,0,0,0,0.0,0.0,Low Risk,3.8240880780765386e-05,0.0001839509910996,16,0,0,Low Risk
C000517,15,1296.09,0,0,0,0,0.0,0.0,Low Risk,5.3376540285031604e-05,0.0002063561429568,15,0,0,Low Risk
C000518,19,1671.47,0,0,0,0,0.0,0.0,Low Risk,0.0003181451546528688,0.000894842803404,19,0,0,Low Risk
C000519,16,1214.34,0,0,0,0,0.0,0.0,Low Risk,5.2604499569736266e-05,0.0001559472883031,16,0,0,Low Risk
C000520,17,1091.84,0,0,0,0,0.0,0.0,Low Risk,7.124214823435961e-05,0.0002586506118164,17,0,0,Low Risk
C000521,20,1529.88,0,0,0,0,0.0,0.0,Low Risk,0.00033585808154568315,0.0009642960782774,20,0,0,Low Risk
C000522,17,1960.7,0,0,0,0,0.0,0.0,Low Risk,0.00010370253867197883,0.0003600199540327,17,0,0,Low Risk
C000523,20,854.53,0,0,0,0,0.0,0.0,Low Risk,0.00038685451655017796,0.001252320948453,20,0,0,Low Risk
C000524,22,2118.07,0,0,0,0,0.0,0.0,Low Risk,0.0010332688941456852,0.0083756967961998,22,0,0,Low Risk
C000525,27,2301.22,0,0,0,0,0.0,0.0,Low Risk,0.008602045387577405,0.0442232114850647,27,0,0,Low Risk
C000526,23,1638.98,0,0,0,0,0.0,0.0,Low Risk,0.001189793047121583,0.0070831922655294,23,0,0,Low Risk
C000527,16,1070.84,0,0,0,0,0.0,0.0,Low Risk,8.506874558774753e-05,0.0003118763183181,16,0,0,Low Risk
C000528,15,1232.18,0,0,0,0,0.0,0.0,Low Risk,6.146494276510237e-05,0.0001502982996607,15,0,0,Low Risk
C000529,22,1371.2,0,0,0,0,0.0,0.0,Low Risk,0.00024182995350687441,0.0031191572807383,22,0,0,Low Risk
C000530,28,7234.75,1,0,0,0,0.0357142857142857,0.0,Low Risk,0.057704705115113206,0.9999920139924776,28,1,0,"High Risk (Fraud, Rules & Model)"
C000531,17,1420.37,0,0,0,0,0.0,0.0,Low Risk,0.00014471023933186608,0.0013269995138722,17,0,0,Low Risk
C000532,22,1290.94,0,0,0,0,0.0,0.0,Low Risk,0.001118595589721543,0.0039869944635313,22,0,0,Low Risk
C000533,15,6699.639999999999,1,0,1,1,0.0666666666666666,0.0666666666666666,High Risk (Fraud & Rules),0.06667192940788579,0.9999895820403116,15,1,1,"High Risk (Fraud, Rules & Model)"
C000534,13,792.35,0,0,0,0,0.0,0.0,Low Risk,1.4904456444998384e-05,4.448584585547408e-05,13,0,0,Low Risk
C000535,16,7579.89,1,0,1,1,0.0625,0.0625,High Risk (Fraud & Rules),0.0625145776535554,0.9999991016804264,16,1,1,"High Risk (Fraud, Rules & Model)"
C000536,20,1408.55,0,0,0,0,0.0,0.0,Low Risk,0.00047624470060622724,0.0011976978867861,20,0,0,Low Risk
C000537,25,2079.38,0,0,0,0,0.0,0.0,Low Risk,0.004814230861044617,0.0217572187369552,25,0,0,Low Risk
C000538,25,2773.32,0,0,0,0,0.0,0.0,Low Risk,0.0036811159365952896,0.012504714914407,25,0,0,Low Risk
C000539,23,1758.01,0,0,0,0,0.0,0.0,Low Risk,0.001230561232071351,0.0064480573358592,23,0,0,Low Risk
C000540,13,1034.88,0,0,0,0,0.0,0.0,Low Risk,8.653898411467704e-06,2.998778759660398e-05,13,0,0,Low Risk
C000541,23,1855.29,0,0,0,0,0.0,0.0,Low Risk,0.0012171607977775054,0.0051390107710932,23,0,0,Low Risk
C000542,18,1280.56,0,0,0,0,0.0,0.0,Low Risk,6.547325150912253e-05,0.000363214796237,18,0,0,Low Risk
C000543,19,851.8,0,0,0,0,0.0,0.0,Low Risk,0.0001643919028962878,0.0008632992929008,19,0,0,Low Risk
C000544,20,1613.07,0,0,0,0,0.0,0.0,Low Risk,0.0003712741759164724,0.0012651187398234,20,0,0,Low Risk
C000545,17,1938.65,0,0,0,0,0.0,0.0,Low Risk,6.624882414118446e-05,0.000180015054889,17,0,0,Low Risk
C000546,21,1594.81,0,0,0,0,0.0,0.0,Low Risk,0.0005844458444071012,0.0023288122231494,21,0,0,Low Risk
C000547,16,1554.08,0,0,0,0,0.0,0.0,Low Risk,2.762057015743212e-05,0.0001116075296314,16,0,0,Low Risk
C000548,48,4810.14,17,10,0,10,0.3541666666666667,0.2083333333333333,High Risk (Fraud & Rules),0.750314683338484,0.999981081006701,48,17,10,"High Risk (Fraud, Rules & Model)"
C000549,22,1481.66,0,0,0,0,0.0,0.0,Low Risk,0.0007804952585028721,0.0037196413433837,22,0,0,Low Risk
C000550,16,1286.48,0,0,0,0,0.0,0.0,Low Risk,5.163357299885022e-05,0.000184766232378,16,0,0,Low Risk
C000551,17,1867.22,0,0,0,0,0.0,0.0,Low Risk,0.00010657491622024345,0.0003059114518932,17,0,0,Low Risk
C000552,17,1095.92,0,0,0,0,0.0,0.0,Low Risk,0.00011517298468061198,0.0002713050660387,17,0,0,Low Risk
C000553,19,1583.69,0,0,0,0,0.0,0.0,Low Risk,0.00018261603189937388,0.0006246319373257,19,0,0,Low Risk
C000554,26,2930.03,0,0,0,0,0.0,0.0,Low Risk,0.005598485204621067,0.0255298456647372,26,0,0,Low Risk
C000555,27,1454.79,0,0,0,0,0.0,0.0,Low Risk,0.012236287478176018,0.0331212001962449,27,0,0,Low Risk
C000556,29,3126.58,0,0,0,0,0.0,0.0,Low Risk,0.034537074612828324,0.1700750136019609,29,0,0,Low Risk
C000557,19,978.43,0,0,0,0,0.0,0.0,Low Risk,0.0003017796420863574,0.0009125152790865,19,0,0,Low Risk
C000558,23,2325.19,0,0,0,0,0.0,0.0,Low Risk,0.0015678372552797913,0.0053810628625342,23,0,0,Low Risk
C000559,26,2508.45,0,0,0,0,0.0,0.0,Low Risk,0.008082050470301567,0.0374036332821689,26,0,0,Low Risk
C000560,23,2418.48,0,0,0,0,0.0,0.0,Low Risk,0.001430508735004814,0.0077919704943522,23,0,0,Low Risk
C000561,16,1347.22,0,0,0,0,0.0,0.0,Low Risk,3.999640546434517e-05,0.0001610913816663,16,0,0,Low Risk
C000562,25,1635.61,0,0,0,0,0.0,0.0,Low Risk,0.003098070948603619,0.0124030846878884,25,0,0,Low Risk
C000563,15,1551.08,0,0,0,0,0.0,0.0,Low Risk,2.2955671412889393e-05,7.31958423715068e-05,15,0,0,Low Risk
C000564,23,2467.54,0,0,0,0,0.0,0.0,Low Risk,0.001961100928309524,0.0133927096977038,23,0,0,Low Risk
C000565,20,1604.64,0,0,0,0,0.0,0.0,Low Risk,0.00031239808259363254,0.0013238488200401,20,0,0,Low Risk
C000566,24,2500.24,0,0,0,0,0.0,0.0,Low Risk,0.0029906279369315753,0.0119775788840602,24,0,0,Low Risk
C000567,19,1338.22,0,0,0,0,0.0,0.0,Low Risk,0.00027684757379197686,0.0013535850412867,19,0,0,Low Risk
C000568,14,831.6,0,0,0,0,0.0,0.0,Low Risk,1.670454146156714e-05,6.583161233986498e-05,14,0,0,Low Risk
C000569,21,1767.19,0,0,0,0,0.0,0.0,Low Risk,0.0006975197518471975,0.0036437877105937,21,0,0,Low Risk
C000570,22,1792.55,0,0,0,0,0.0,0.0,Low Risk,0.0008775263331518256,0.0038556269549451,22,0,0,Low Risk
C000571,20,10354.22,1,0,1,1,0.05,0.05,High Risk (Fraud & Rules),0.05015243665796627,0.9999999999991732,20,1,1,"High Risk (Fraud, Rules & Model)"
C000572,11,635.4,0,0,0,0,0.0,0.0,Low Risk,9.307961072249813e-06,2.178095306593476e-05,11,0,0,Low Risk
C000573,22,2938.48,0,0,0,0,0.0,0.0,Low Risk,0.0015739282580443522,0.0133893393207251,22,0,0,Low Risk
C000574,21,2098.6,0,0,0,0,0.0,0.0,Low Risk,0.00037909888355842263,0.0020474970296069,21,0,0,Low Risk
C000575,19,771.6,0,0,0,0,0.0,0.0,Low Risk,0.00026933055264113535,0.0008657663631191,19,0,0,Low Risk
C000576,23,1461.78,0,0,0,0,0.0,0.0,Low Risk,0.00115159230358421,0.0056571723159286,23,0,0,Low Risk
C000577,19,1761.63,0,0,0,0,0.0,0.0,Low Risk,0.00036704264179687995,0.0032903440368873,19,0,0,Low Risk
C000578,24,2430.21,0,0,0,0,0.0,0.0,Low Risk,0.002389645972765365,0.0123349172075798,24,0,0,Low Risk
C000579,21,2025.57,0,0,0,0,0.0,0.0,Low Risk,0.001608467653103904,0.021019609286797,21,0,0,Low Risk
C000580,13,1173.48,0,0,0,0,0.0,0.0,Low Risk,1.066480998137951e-05,4.292885822542389e-05,13,0,0,Low Risk
C000581,19,1422.25,0,0,0,0,0.0,0.0,Low Risk,0.00017463496035256612,0.0010201825332122,19,0,0,Low Risk
C000582,26,1911.77,0,0,0,0,0.0,0.0,Low Risk,0.005654304603677799,0.0301224615696319,26,0,0,Low Risk
C000583,18,1662.45,0,0,0,0,0.0,0.0,Low Risk,0.00011682650931096387,0.0005389036020362,18,0,0,Low Risk
C000584,13,603.01,0,0,0,0,0.0,0.0,Low Risk,1.620355233896376e-05,6.583277869763597e-05,13,0,0,Low Risk
C000585,21,1842.35,0,0,0,0,0.0,0.0,Low Risk,0.0009352755266000965,0.0023823316193115,21,0,0,Low Risk
C000586,16,11360.64,1,0,1,1,0.0625,0.0625,High Risk (Fraud & Rules),0.06250869261769594,0.9999999999933308,16,1,1,"High Risk (Fraud, Rules & Model)"
C000587,15,6061.03,1,0,1,1,0.0666666666666666,0.0666666666666666,High Risk (Fraud & Rules),0.06667216735698937,0.9999350295603348,15,1,1,"High Risk (Fraud, Rules & Model)"
C000588,22,1663.42,0,0,0,0,0.0,0.0,Low Risk,0.0010033646156910987,0.0046512987904109,22,0,0,Low Risk
C000589,22,1736.1,0,0,0,0,0.0,0.0,Low Risk,0.0008376420852118365,0.0031760223614463,22,0,0,Low Risk
C000590,27,2459.84,0,0,0,0,0.0,0.0,Low Risk,0.007992735124462478,0.0316699160445582,27,0,0,Low Risk
C000591,22,1325.17,0,0,0,0,0.0,0.0,Low Risk,0.0008033947675154009,0.0033581098746323,22,0,0,Low Risk
C000592,19,1924.8,0,0,0,0,0.0,0.0,Low Risk,0.00030167070421695816,0.0008674597810056,19,0,0,Low Risk
C000593,24,1541.02,0,0,0,0,0.0,0.0,Low Risk,0.0021128007128756077,0.007696490718802,24,0,0,Low Risk
C000594,15,1660.73,0,0,0,0,0.0,0.0,Low Risk,6.990020985175857e-05,0.000326810469331,15,0,0,Low Risk
C000595,30,2975.31,0,0,0,0,0.0,0.0,Low Risk,0.03457935665198512,0.1732744657317681,30,0,0,Low Risk
C000596,18,700.61,0,0,0,0,0.0,0.0,Low Risk,0.0001410689544437201,0.0004601944930947,18,0,0,Low Risk
C000597,21,1203.96,0,0,0,0,0.0,0.0,Low Risk,0.0006961235284944129,0.0023827592514166,21,0,0,Low Risk
C000598,21,1830.86,0,0,0,0,0.0,0.0,Low Risk,0.0006431605291426166,0.0029832170514622,21,0,0,Low Risk
C000599,15,582.26,0,0,0,0,0.0,0.0,Low Risk,2.4212603855557206e-05,9.932944440167535e-05,15,0,0,Low Risk
C000600,24,2153.78,0,0,0,0,0.0,0.0,Low Risk,0.0019738635358355974,0.0103684538649383,24,0,0,Low Risk
C000601,30,2106.82,0,0,0,0,0.0,0.0,Low Risk,0.03603307078014773,0.1088148403944442,30,0,0,Low Risk
C000602,22,1343.36,0,0,0,0,0.0,0.0,Low Risk,0.0006388800424077197,0.002558399565484,22,0,0,Low Risk
C000603,33,12109.89,1,0,1,1,0.0303030303030303,0.0303030303030303,High Risk (Fraud & Rules),0.2611217023249438,0.9999999999999998,33,1,1,"High Risk (Fraud, Rules & Model)"
C000604,24,1331.99,0,0,0,0,0.0,0.0,Low Risk,0.0032051128588087056,0.0106478969101675,24,0,0,Low Risk
C000605,21,2719.85,0,0,0,0,0.0,0.0,Low Risk,0.0009388445255824331,0.0079449361576338,21,0,0,Low Risk
C000606,15,779.49,0,0,0,0,0.0,0.0,Low Risk,6.965682093004786e-05,0.0001733944013776,15,0,0,Low Risk
C000607,24,1525.14,0,0,0,0,0.0,0.0,Low Risk,0.002843917054100913,0.0086524644631564,24,0,0,Low Risk
C000608,26,2241.88,0,0,0,0,0.0,0.0,Low Risk,0.005198722822250895,0.0224372640253397,26,0,0,Low Risk
C000609,17,1660.46,0,0,0,0,0.0,0.0,Low Risk,0.00010134161898327664,0.000284319405995,17,0,0,Low Risk
C000610,16,1351.68,0,0,0,0,0.0,0.0,Low Risk,2.5697647115205352e-05,0.0001594288273368,16,0,0,Low Risk
C000611,14,1706.14,0,0,0,0,0.0,0.0,Low Risk,1.149374715340523e-05,7.332908190137132e-05,14,0,0,Low Risk
C000612,29,3028.73,0,0,0,0,0.0,0.0,Low Risk,0.03298125041866136,0.3519893572422861,29,0,0,Low Risk
C000613,31,3169.21,0,0,0,0,0.0,0.0,Low Risk,0.05332269787820146,0.1595257236792073,31,0,0,Low Risk
C000614,20,1985.69,0,0,0,0,0.0,0.0,Low Risk,0.0003429914676366813,0.0017878707967893,20,0,0,Low Risk
C000615,20,1879.18,0,0,0,0,0.0,0.0,Low Risk,0.0005114213825378804,0.0014910465776885,20,0,0,Low Risk
C000616,19,1839.82,0,0,0,0,0.0,0.0,Low Risk,0.0003516953648623209,0.0013813734490248,19,0,0,Low Risk
C000617,15,1600.9,0,0,0,0,0.0,0.0,Low Risk,3.939356447477294e-05,0.00012582665551,15,0,0,Low Risk
C000618,23,1504.09,0,0,0,0,0.0,0.0,Low Risk,0.0013853500096809518,0.0055103841737957,23,0,0,Low Risk
C000619,17,1103.79,0,0,0,0,0.0,0.0,Low Risk,6.078589289051587e-05,0.0003022800817551,17,0,0,Low Risk
C000620,15,674.24,0,0,0,0,0.0,0.0,Low Risk,5.4254578201727666e-05,0.0001558980364903,15,0,0,Low Risk
C000621,14,1238.06,0,0,0,0,0.0,0.0,Low Risk,1.4054350617241003e-05,6.89408788733184e-05,14,0,0,Low Risk
C000622,21,1773.43,0,0,0,0,0.0,0.0,Low Risk,0.0009158427455952318,0.0053117264689784,21,0,0,Low Risk
C000623,19,1243.85,0,0,0,0,0.0,0.0,Low Risk,0.00022279975821387271,0.000657102598086,19,0,0,Low Risk
C000624,24,1968.47,0,0,0,0,0.0,0.0,Low Risk,0.0023480721628799136,0.0109785886391625,24,0,0,Low Risk
C000625,27,3097.17,0,0,0,0,0.0,0.0,Low Risk,0.011554510857070478,0.0462246943246104,27,0,0,Low Risk
C000626,24,1445.53,0,0,0,0,0.0,0.0,Low Risk,0.0012134082121531675,0.0096191529625037,24,0,0,Low Risk
C000627,23,1714.16,0,0,0,0,0.0,0.0,Low Risk,0.0013882389212734319,0.0046184529915728,23,0,0,Low Risk
C000628,15,734.28,0,0,0,0,0.0,0.0,Low Risk,2.8086052219856764e-05,9.834672403218343e-05,15,0,0,Low Risk
C000629,17,1104.52,0,0,0,0,0.0,0.0,Low Risk,5.8333788035974825e-05,0.0002812513733713,17,0,0,Low Risk
C000630,20,1637.99,0,0,0,0,0.0,0.0,Low Risk,0.00035429345247677625,0.0011882707249778,20,0,0,Low Risk
C000631,12,1797.48,0,0,0,0,0.0,0.0,Low Risk,4.912366900643621e-06,1.575207948720387e-05,12,0,0,Low Risk
C000632,14,800.59,0,0,0,0,0.0,0.0,Low Risk,1.9018543878744833e-05,9.504003051447669e-05,14,0,0,Low Risk
C000633,16,1122.42,0,0,0,0,0.0,0.0,Low Risk,1.198358877820207e-05,8.733476442597958e-05,16,0,0,Low Risk
C000634,26,2255.94,0,0,0,0,0.0,0.0,Low Risk,0.006576629911451887,0.041862999463564,26,0,0,Low Risk
C000635,20,1513.78,0,0,0,0,0.0,0.0,Low Risk,0.0005086242941035469,0.0016849757744969,20,0,0,Low Risk
C000636,19,1114.52,0,0,0,0,0.0,0.0,Low Risk,0.00018132129845001342,0.0007234411245411,19,0,0,Low Risk
C000637,24,2495.31,0,0,0,0,0.0,0.0,Low Risk,0.0024384257141873648,0.0122512017167196,24,0,0,Low Risk
C000638,26,1917.9,0,0,0,0,0.0,0.0,Low Risk,0.007539134817800612,0.0240121067673097,26,0,0,Low Risk
C000639,12,562.57,0,0,0,0,0.0,0.0,Low Risk,6.5635321553311515e-06,2.9084745322248253e-05,12,0,0,Low Risk
C000640,24,1574.38,0,0,0,0,0.0,0.0,Low Risk,0.002305577079823602,0.0071553158149161,24,0,0,Low Risk
C000641,17,1500.76,0,0,0,0,0.0,0.0,Low Risk,6.028755777915102e-05,0.0005390787539216,17,0,0,Low Risk
C000642,13,1574.25,0,0,0,0,0.0,0.0,Low Risk,1.266229960640368e-05,4.556307181409617e-05,13,0,0,Low Risk
C000643,17,2055.6,0,0,0,0,0.0,0.0,Low Risk,7.737368140788025e-05,0.0003198798480304,17,0,0,Low Risk
C000644,18,1520.54,0,0,0,0,0.0,0.0,Low Risk,0.00010272257352877975,0.000329669620851,18,0,0,Low Risk
C000645,18,1763.51,0,0,0,0,0.0,0.0,Low Risk,7.223718196053352e-05,0.0003176191524686,18,0,0,Low Risk
C000646,20,1463.61,0,0,0,0,0.0,0.0,Low Risk,0.00034258960523228987,0.0022077732641294,20,0,0,Low Risk
C000647,20,960.91,0,0,0,0,0.0,0.0,Low Risk,0.00039358584079401325,0.0012710986830155,20,0,0,Low Risk
C000648,21,1614.36,0,0,0,0,0.0,0.0,Low Risk,0.00041862119707658047,0.0024756054630194,21,0,0,Low Risk
C000649,19,2019.88,0,0,0,0,0.0,0.0,Low Risk,0.000340687242024432,0.0014524170559832,19,0,0,Low Risk
C000650,16,1459.74,0,0,0,0,0.0,0.0,Low Risk,7.131424371562502e-05,0.0002085365661465,16,0,0,Low Risk
C000651,19,2038.85,0,0,0,0,0.0,0.0,Low Risk,0.00022099313208495902,0.0007649152551753,19,0,0,Low Risk
C000652,20,1830.92,0,0,0,0,0.0,0.0,Low Risk,0.00039323907323110356,0.0012907267793513,20,0,0,Low Risk
C000653,17,1575.11,0,0,0,0,0.0,0.0,Low Risk,5.4596215931581715e-05,0.000272685492822,17,0,0,Low Risk
C000654,18,1789.54,0,0,0,0,0.0,0.0,Low Risk,0.0002231281681498861,0.0009815118662504,18,0,0,Low Risk
C000655,14,950.5,0,0,0,0,0.0,0.0,Low Risk,1.827554375312367e-05,5.563807738096144e-05,14,0,0,Low Risk
C000656,22,1149.52,0,0,0,0,0.0,0.0,Low Risk,0.0006692639648445255,0.0032841265785619,22,0,0,Low Risk
C000657,25,2138.47,0,0,0,0,0.0,0.0,Low Risk,0.0021729158455683685,0.0157134701657098,25,0,0,Low Risk
C000658,19,1157.88,0,0,0,0,0.0,0.0,Low Risk,0.00011914428847450459,0.0005610602348806,19,0,0,Low Risk
C000659,18,1123.01,0,0,0,0,0.0,0.0,Low Risk,9.81607015084863e-05,0.0004619517264845,18,0,0,Low Risk
C000660,20,1112.62,0,0,0,0,0.0,0.0,Low Risk,0.0005549973834030926,0.0013307507934152,20,0,0,Low Risk
C000661,24,1029.76,0,0,0,0,0.0,0.0,Low Risk,0.0029656779278348366,0.0102231762132105,24,0,0,Low Risk
C000662,22,1122.98,0,0,0,0,0.0,0.0,Low Risk,0.0005615526457526344,0.0025591890729928,22,0,0,Low Risk
C000663,26,1438.94,0,0,0,0,0.0,0.0,Low Risk,0.005066726613660932,0.023134248436069,26,0,0,Low Risk
C000664,25,2976.28,0,0,0,0,0.0,0.0,Low Risk,0.0034676754589326353,0.0167121887802041,25,0,0,Low Risk
C000665,23,2244.02,0,0,0,0,0.0,0.0,Low Risk,0.0018405745259886708,0.0114716646886261,23,0,0,Low Risk
C000666,18,1033.54,0,0,0,0,0.0,0.0,Low Risk,0.00019002546931673594,0.0004894776400721,18,0,0,Low Risk
C000667,18,2109.93,0,0,0,0,0.0,0.0,Low Risk,0.0002270256334695635,0.0015554510215846,18,0,0,Low Risk
C000668,25,2161.77,0,0,0,0,0.0,0.0,Low Risk,0.004837961659029279,0.01529324313295,25,0,0,Low Risk
C000669,22,1825.91,0,0,0,0,0.0,0.0,Low Risk,0.000996290930489452,0.0055915030022544,22,0,0,Low Risk
C000670,30,1678.63,0,0,0,0,0.0,0.0,Low Risk,0.024292843782996967,0.0938116521917684,30,0,0,Low Risk
C000671,24,2462.38,0,0,0,0,0.0,0.0,Low Risk,0.002758004405241992,0.0212541398093764,24,0,0,Low Risk
C000672,16,1157.68,0,0,0,0,0.0,0.0,Low Risk,3.4059199046490086e-05,0.00020259588577,16,0,0,Low Risk
C000673,24,1840.97,0,0,0,0,0.0,0.0,Low Risk,0.002823652252351566,0.015901772866927,24,0,0,Low Risk
C000674,16,17853.72,2,0,2,2,0.125,0.125,High Risk (Fraud & Rules),0.1249806467855711,0.9999999999999238,16,2,2,"High Risk (Fraud, Rules & Model)"
C000675,20,1778.78,0,0,0,0,0.0,0.0,Low Risk,0.00032370605193763247,0.0016633052710083,20,0,0,Low Risk
C000676,22,1704.61,0,0,0,0,0.0,0.0,Low Risk,0.0008525187696909434,0.0023015271868942,22,0,0,Low Risk
C000677,20,2015.56,0,0,0,0,0.0,0.0,Low Risk,0.00038267537121932917,0.0011770941728729,20,0,0,Low Risk
C000678,28,2866.02,0,0,0,0,0.0,0.0,Low Risk,0.010918242796495923,0.0740354569013281,28,0,0,Low Risk
C000679,15,1952.84,0,0,0,0,0.0,0.0,Low Risk,3.869291964282569e-05,0.000118337829604,15,0,0,Low Risk
C000680,15,1407.05,0,0,0,0,0.0,0.0,Low Risk,4.345714955087548e-05,0.0001333128889908,15,0,0,Low Risk
C000681,20,1573.53,0,0,0,0,0.0,0.0,Low Risk,0.0003184572885693188,0.0012698233423122,20,0,0,Low Risk
C000682,16,898.42,0,0,0,0,0.0,0.0,Low Risk,8.244469964446355e-05,0.0002278063949687,16,0,0,Low Risk
C000683,24,1431.13,0,0,0,0,0.0,0.0,Low Risk,0.0025092011333012042,0.0073033688098232,24,0,0,Low Risk
C000684,15,904.42,0,0,0,0,0.0,0.0,Low Risk,4.2095447157382285e-05,0.0001033207344836,15,0,0,Low Risk
C000685,21,1532.68,0,0,0,0,0.0,0.0,Low Risk,0.0006329476033278545,0.0020042430211745,21,0,0,Low Risk
C000686,20,1126.79,0,0,0,0,0.0,0.0,Low Risk,0.0002854898230001538,0.0008242231846409,20,0,0,Low Risk
C000687,20,1398.48,0,0,0,0,0.0,0.0,Low Risk,0.0003159011747842013,0.0016033578649714,20,0,0,Low Risk
C000688,28,12546.63,1,0,1,1,0.0357142857142857,0.0357142857142857,High Risk (Fraud & Rules),0.06475884121997884,1.0,28,1,1,"High Risk (Fraud, Rules & Model)"
C000689,24,2277.98,0,0,0,0,0.0,0.0,Low Risk,0.0032224359590727583,0.0108278580952307,24,0,0,Low Risk
C000690,25,1368.56,0,0,0,0,0.0,0.0,Low Risk,0.003193344700597857,0.0122807321259538,25,0,0,Low Risk
C000691,24,1098.54,0,0,0,0,0.0,0.0,Low Risk,0.0011909518245570053,0.0098416346003571,24,0,0,Low Risk
C000692,21,1485.54,0,0,0,0,0.0,0.0,Low Risk,0.0004802743114042849,0.0014157777995005,21,0,0,Low Risk
C000693,22,11347.87,1,0,1,1,0.0454545454545454,0.0454545454545454,High Risk (Fraud & Rules),0.045769075006085735,0.9999999999999594,22,1,1,"High Risk (Fraud, Rules & Model)"
C000694,20,1212.63,0,0,0,0,0.0,0.0,Low Risk,0.00037004732875922034,0.0014753083333759,20,0,0,Low Risk
C000695,12,990.51,0,0,0,0,0.0,0.0,Low Risk,8.143722072945217e-06,2.5793885321164715e-05,12,0,0,Low Risk
C000696,21,888.15,0,0,0,0,0.0,0.0,Low Risk,0.0007203207182337197,0.0025082548826737,21,0,0,Low Risk
C000697,18,1615.91,0,0,0,0,0.0,0.0,Low Risk,0.00024088481292770735,0.0008062862347389,18,0,0,Low Risk
C000698,12,1314.33,0,0,0,0,0.0,0.0,Low Risk,7.224511616863668e-06,2.5616603535585342e-05,12,0,0,Low Risk
C000699,19,1258.55,0,0,0,0,0.0,0.0,Low Risk,0.00017543317076881203,0.0006586920713254,19,0,0,Low Risk
C000700,14,1387.61,0,0,0,0,0.0,0.0,Low Risk,2.26075289710556e-05,6.0946346728284514e-05,14,0,0,Low Risk
C000701,25,3198.37,0,0,0,0,0.0,0.0,Low Risk,0.0030660112628962317,0.0093236175576143,25,0,0,Low Risk
C000702,21,1703.02,0,0,0,0,0.0,0.0,Low Risk,0.0007553668638581536,0.0020763333375109,21,0,0,Low Risk
C000703,19,12952.78,1,0,1,1,0.0526315789473684,0.0526315789473684,High Risk (Fraud & Rules),0.05266637686340621,0.9999999999999992,19,1,1,"High Risk (Fraud, Rules & Model)"
C000704,26,2373.22,0,0,0,0,0.0,0.0,Low Risk,0.008387495819576951,0.0662408271439313,26,0,0,Low Risk
C000705,18,763.0,0,0,0,0,0.0,0.0,Low Risk,0.00010788429650512839,0.0004323792702511,18,0,0,Low Risk
C000706,15,1078.92,0,0,0,0,0.0,0.0,Low Risk,3.2808289346241284e-05,0.0001312457566819,15,0,0,Low Risk
C000707,19,2011.13,0,0,0,0,0.0,0.0,Low Risk,0.00023174551592360882,0.0009778917177478,19,0,0,Low Risk
C000708,17,859.02,0,0,0,0,0.0,0.0,Low Risk,8.768115530498583e-05,0.0003070796652075,17,0,0,Low Risk
C000709,23,1907.96,0,0,0,0,0.0,0.0,Low Risk,0.0021607925227217968,0.010373160047625,23,0,0,Low Risk
C000710,21,1211.04,0,0,0,0,0.0,0.0,Low Risk,0.00046342459295951123,0.0017300846988153,21,0,0,Low Risk
C000711,22,2337.5,0,0,0,0,0.0,0.0,Low Risk,0.0008223779076520656,0.0031978139934793,22,0,0,Low Risk
C000712,33,8371.76,1,0,1,1,0.0303030303030303,0.0303030303030303,High Risk (Fraud & Rules),0.17421506964419994,0.9999999994058442,33,1,1,"High Risk (Fraud, Rules & Model)"
C000713,19,1415.61,0,0,0,0,0.0,0.0,Low Risk,0.0002517823310650489,0.0010250620067219,19,0,0,Low Risk
